accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-9.16,-1.88,-5.41,0.12,-0.04,-0.11
0.19,8.3,-2.33,0.18,-0.47,0.2
2.1,7.34,-3.31,-0.54,0.43,-0.7
-0.33,7.71,-2.86,-0.44,-0.2,-0.19
2.69,5.13,-7.53,1.08,0.31,0.09
4.56,4.68,-19.37,2.35,-0.56,0.51
0.8,12.1,-2.16,1.69,-2.34,-0.79
-2.67,7.52,-4.15,3.69,-0.42,-0.19
-3.08,-0.18,-10.38,2.11,-3.17,-0.36
-4.66,-2.79,-10.26,0.51,-2.59,0.12
-11.49,-3.99,-9.14,2.82,-2.1,-0.09
-12.3,-4.74,-7.72,-0.16,-0.15,-0.03
-5.58,-3.71,-1.91,0.37,0.64,0.03
-6.41,-3.22,-6.12,-0.33,0.34,0.88
-9.78,-3.23,-10.92,-0.28,0.16,0.45
-7.99,-1.3,-6.44,0.48,-0.73,-0.01
0.05,8.07,-3.12,-0.05,0.21,-0.14
2.07,2.79,-8.28,1.17,1.2,0.05
2.38,16.95,-19.62,4.37,-0.31,2.49
2.76,1.28,1.42,3.84,-1.09,0.48
-12.19,-0.79,-10.55,1.2,-4.19,0.16
-5.04,-5.43,-13.04,1.09,-4.29,0.65
-16.74,-4.86,-16.7,1.07,-2.29,-0.39
-5.06,-5.25,0.85,-0.74,1.43,0.11
-6.13,-0.24,-3.85,-0.47,0.23,0.1
-7.17,-2.99,-8.65,-0.41,0.62,0.38
-8.96,-1.81,-9.4,0.16,-0.29,0.01
-7.45,-0.21,-5.54,0.14,-0.41,-0.16
-7.91,-2.59,-6.4,-0.04,0.02,-0.12
-7.97,-2.49,-6.49,0.04,0.19,-0.03
-7.41,-2.03,-6.47,-0.05,0.2,-0.06
0.74,8.73,-3.01,0.76,0.35,-0.3
0.59,8.74,-2.02,-0.16,-0.57,-0.3
0.94,6.62,-3.11,-0.33,-0.22,-0.19
0.35,7.34,-3.79,0.66,0.0,0.08
-0.16,10.74,-3.05,0.22,0.38,-0.09
0.25,7.97,-0.27,-0.09,0.27,-0.08
2.5,4.75,-7.93,1.08,1.38,0.41
4.61,4.31,-14.15,2.79,1.17,0.92
1.51,9.11,-8.57,2.67,-3.58,0.84
0.33,5.03,-0.04,3.23,-0.31,-0.05
-6.66,-7.45,-16.94,0.63,-4.37,1.42
-9.35,-6.33,-6.76,1.23,-3.84,0.84
-12.77,-5.47,-8.26,0.54,-0.85,0.19
-5.05,-0.7,1.78,0.1,1.21,0.12
-10.07,-2.22,-4.91,-0.61,-0.45,1.24
0.69,4.67,-4.76,0.26,0.43,-0.06
-0.9,7.28,-1.49,-0.03,-0.28,-0.15
0.5,6.65,-1.12,0.62,-0.18,0.04
2.1,4.54,-9.42,1.03,0.52,0.57
6.98,10.14,-18.55,3.6,0.95,1.24
-0.96,9.96,-3.66,2.08,-3.18,-0.27
-3.51,4.54,-1.91,2.61,-2.33,-0.38
-11.67,-7.11,-15.06,1.28,-4.37,1.17
-6.72,-6.85,-4.54,-0.82,-3.07,-0.72
-12.55,-4.52,-2.5,0.36,1.18,0.58
-6.94,-2.19,-0.03,0.69,1.3,-0.45
-5.33,-0.13,-2.65,-0.41,-0.24,0.53
-14.22,-0.79,-7.56,-0.36,0.04,1.34
-8.22,1.49,-3.55,1.01,-0.16,0.17
-8.28,0.29,-3.33,-0.05,-0.72,0.25
-0.14,8.52,-4.22,0.12,-0.27,0.15
-0.17,8.93,-3.69,-0.03,-0.28,0.09
1.23,6.85,-4.44,-0.11,0.36,0.2
0.09,4.55,-4.31,0.42,0.59,0.35
-0.35,4.78,-2.59,-0.55,0.0,-0.27
2.1,6.77,-3.63,0.37,0.74,0.59
0.51,7.73,-9.22,1.48,0.85,0.48
3.52,19.62,-16.21,2.51,-2.11,0.61
-0.07,6.99,-4.46,4.37,-0.28,1.27
-0.49,1.25,-7.36,2.32,-2.19,0.35
-7.93,-8.74,-14.02,-0.37,-4.37,2.08
-9.87,3.25,-7.5,0.27,-3.19,1.67
-12.74,-5.74,-6.38,2.01,-2.74,0.01
-7.82,-3.64,0.35,0.66,-0.48,1.05
-5.32,0.6,-0.93,0.26,-0.47,0.91
-0.16,9.72,-3.91,0.08,-0.05,-0.08
1.03,8.1,-4.44,0.03,0.48,-0.09
-0.37,3.99,-4.26,-0.05,-0.17,0.16
0.82,7.88,-2.7,0.34,0.04,-0.11
-1.07,6.63,-3.13,0.25,0.21,0.29
2.79,3.53,-9.59,0.95,0.79,0.68
0.33,19.62,-19.62,4.37,-1.03,2.1
-3.37,2.52,-4.1,4.37,-0.87,0.96
-0.21,2.44,-7.19,1.3,-2.49,0.26
-8.67,-1.21,-13.21,0.41,-4.37,1.24
-6.48,0.97,-8.51,1.09,-3.62,1.45
-12.47,-7.1,-2.77,1.53,-2.6,-0.91
-7.6,-3.11,0.29,0.38,0.43,0.23
-7.46,-0.99,-0.09,0.49,0.32,0.16
-11.3,-0.93,-4.28,-0.69,0.13,0.74
0.53,4.82,-3.99,0.44,0.03,0.15
0.45,7.39,-3.02,0.17,0.19,-0.25
-0.65,4.81,-1.98,0.06,0.32,-0.21
5.81,5.35,-8.14,0.34,2.6,0.48
10.14,12.6,-19.62,2.1,1.92,1.61
4.72,-1.7,3.51,0.84,-1.27,0.37
0.68,7.83,-6.14,1.57,-1.11,0.38
0.74,2.32,-12.18,2.36,-2.77,0.66
-4.33,-8.24,-10.55,1.14,-3.62,1.3
-8.77,-2.43,-6.19,-0.26,-3.41,1.54
-17.52,-2.67,-8.62,0.67,-2.48,1.12
-6.14,-1.55,0.01,0.02,-0.6,0.49
-6.48,2.35,-2.37,0.49,-0.81,0.8
-13.49,-1.31,-4.69,-0.39,-0.54,0.93
-7.21,2.42,-2.25,0.73,-0.19,-0.04
