accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1.28,5.2,-7.79,0.26,0.45,0.03
2.47,5.31,-7.61,-0.33,0.14,0.02
4.21,8.77,-8.04,-0.5,0.49,-0.11
3.33,9.03,-6.81,-0.91,0.38,-0.54
3.86,11.17,-6.81,-1.06,-0.22,-0.83
1.43,9.86,-4.43,-1.29,-0.75,-0.86
-0.15,11.0,-3.67,-0.84,-0.49,-0.45
-0.16,8.99,-2.97,-0.35,-0.23,-0.27
1.2,8.66,-5.11,-0.01,-0.06,-0.03
1.3,8.27,-5.63,0.02,-0.01,-0.06
1.54,7.0,-6.73,0.49,0.15,0.06
1.83,6.86,-6.21,0.6,0.34,0.02
1.2,7.29,-6.98,0.75,0.39,0.06
1.66,5.69,-6.84,0.58,0.28,0.02
1.9,3.77,-7.09,0.86,0.37,-0.09
2.6,6.03,-7.87,0.18,0.62,-0.03
3.91,8.11,-8.73,-0.51,0.75,-0.18
2.87,8.72,-7.06,-0.73,0.27,-0.34
1.99,8.86,-6.45,-1.08,-0.14,-0.73
2.02,11.17,-6.22,-1.15,-0.75,-0.89
0.33,10.73,-4.25,-0.75,-0.45,-0.48
-0.29,8.45,-3.18,-0.84,-0.27,-0.44
-0.15,9.94,-3.31,-0.62,-0.14,-0.32
1.22,7.86,-5.39,0.05,0.42,-0.01
0.97,8.0,-5.58,0.17,0.38,0.08
1.55,5.07,-5.62,0.35,0.54,-0.07
1.78,7.25,-6.71,0.75,0.53,0.05
0.97,6.52,-6.43,0.23,0.15,-0.02
2.48,5.81,-7.36,0.58,0.28,0.18
2.28,7.46,-7.53,0.69,0.41,0.21
5.03,8.86,-6.75,-0.09,0.62,-0.32
2.31,8.3,-6.01,-0.58,0.48,-0.48
3.08,10.47,-6.57,-0.88,-0.16,-0.65
2.04,9.56,-5.89,-1.07,-0.61,-0.89
0.86,11.26,-4.58,-1.32,-0.57,-0.74
-0.18,8.42,-2.94,-1.03,-0.22,-0.35
-0.67,9.82,-3.1,-0.51,-0.13,-0.24
-0.17,9.07,-2.31,-0.46,-0.06,-0.25
1.45,8.56,-5.12,0.04,0.16,0.09
1.92,8.8,-5.46,-0.02,0.25,0.03
1.82,5.48,-5.9,0.28,0.54,-0.06
1.54,6.06,-6.28,0.69,0.57,0.08
0.79,6.81,-6.05,0.73,0.19,0.0
2.35,7.29,-7.12,0.74,-0.01,0.21
2.58,5.93,-6.1,-0.01,0.02,-0.27
3.16,7.52,-7.34,0.27,0.32,0.06
3.71,7.99,-6.32,-0.69,0.34,-0.48
4.46,10.05,-6.8,-0.72,0.32,-0.55
2.66,11.33,-7.19,-1.31,-0.5,-0.77
0.61,10.32,-3.87,-0.73,-0.13,-0.41
0.53,8.96,-2.98,-0.82,-0.18,-0.44
0.44,9.75,-2.75,-0.81,-0.1,-0.24
0.06,9.01,-2.56,-0.37,-0.07,-0.23
2.13,8.84,-4.55,-0.02,0.02,-0.02
2.03,8.76,-4.81,0.01,-0.07,-0.01
2.28,8.56,-4.81,0.05,0.0,-0.05
2.25,8.36,-5.35,0.1,0.03,-0.01
2.52,8.03,-5.64,0.12,0.14,0.05
2.49,7.08,-5.93,0.39,0.33,-0.09
0.64,5.19,-4.91,1.1,0.25,-0.1
2.85,7.72,-6.1,0.28,0.7,-0.08
2.71,7.25,-6.97,0.53,0.81,0.01
2.71,6.58,-7.36,0.7,0.52,-0.26
2.32,8.43,-6.89,0.54,0.18,-0.11
3.64,9.45,-6.45,-0.63,0.44,-0.45
4.35,10.68,-7.06,-0.82,-0.18,-0.74
2.45,10.03,-6.1,-0.93,-0.55,-0.76
1.14,10.22,-4.96,-1.38,-0.69,-0.82
1.52,8.4,-5.5,0.06,-0.08,-0.02
0.98,7.79,-6.11,0.03,-0.17,-0.06
2.27,5.57,-6.53,0.25,-0.02,0.03
1.01,5.65,-5.74,0.87,0.45,0.39
1.47,6.92,-7.44,0.36,0.6,0.12
1.25,6.21,-7.37,0.53,0.14,0.24
2.65,5.21,-7.15,0.13,0.07,0.2
4.55,8.76,-7.21,-0.52,0.23,-0.31
4.03,9.83,-6.73,-0.31,0.53,-0.3
4.19,9.52,-6.12,-0.91,0.44,-0.65
2.77,11.6,-6.33,-1.16,-0.49,-0.94
0.78,11.37,-3.66,-1.35,-0.46,-0.64
0.6,8.21,-2.05,-1.26,-0.32,-0.53
-0.06,9.97,-1.91,-0.8,-0.17,-0.35
-1.19,8.95,-0.37,-0.2,-0.05,-0.21
1.39,8.76,-4.95,0.0,-0.03,-0.04
1.42,8.67,-4.95,-0.0,-0.0,-0.03
1.44,7.95,-6.14,0.35,-0.06,0.06
2.12,5.34,-5.97,0.58,-0.13,0.18
1.09,5.11,-5.27,0.82,0.5,0.21
1.38,7.25,-6.17,0.24,0.09,-0.1
2.6,5.54,-6.54,0.28,0.1,0.29
1.82,5.69,-6.95,-0.31,0.01,-0.07
2.17,9.26,-7.0,-0.62,-0.07,-0.44
2.18,9.62,-4.9,-0.59,0.63,-0.18
0.94,10.86,-4.82,-1.16,-0.04,-0.75
0.98,11.19,-4.81,-1.33,-0.35,-0.93
-0.15,11.23,-2.21,-0.71,-0.39,-0.21
-0.3,9.33,-2.15,-0.31,-0.07,-0.26
-0.36,8.96,-1.88,-0.52,-0.08,-0.28
1.61,8.64,-5.11,0.04,0.26,0.08
1.89,6.93,-6.04,0.07,0.17,0.04
0.93,5.5,-5.04,0.72,0.33,0.07
1.54,6.91,-5.76,0.36,-0.01,-0.01
2.67,6.33,-6.55,0.63,-0.02,0.24
1.87,7.62,-6.82,0.31,0.12,0.25
4.18,10.27,-5.82,-0.36,0.38,-0.25
1.8,9.35,-6.12,-0.17,0.66,-0.28
2.84,9.15,-5.79,-0.82,-0.09,-0.5
2.24,10.39,-5.85,-0.88,-0.43,-0.67
0.73,10.77,-4.18,-1.14,-0.4,-0.62
0.34,9.86,-2.65,-0.74,-0.23,-0.38
-0.31,9.22,-1.97,-0.53,-0.06,-0.37
0.19,9.37,-1.81,-0.65,0.11,-0.2
-0.43,9.47,-1.61,-0.38,0.02,-0.13
1.47,8.36,-4.87,0.0,0.18,0.09
1.24,8.28,-5.64,-0.13,0.18,-0.04
1.4,5.02,-4.53,0.33,0.4,-0.11
2.15,5.36,-5.41,0.47,0.41,-0.06
2.3,5.99,-6.5,0.89,0.21,0.04
2.61,7.42,-6.59,0.53,0.21,0.18
3.72,11.27,-7.26,0.18,0.2,-0.03
2.11,8.22,-6.57,-0.31,0.31,-0.16
1.39,7.88,-5.59,-0.67,0.13,-0.39
2.65,10.59,-6.05,-1.03,0.02,-0.78
1.58,10.69,-4.36,-1.15,-0.34,-0.69
0.85,10.46,-2.56,-0.95,-0.22,-0.39
-0.11,9.06,-2.4,-0.67,-0.14,-0.35
0.06,9.61,-2.39,-0.6,-0.11,-0.4
0.01,9.45,-1.48,-0.4,-0.07,-0.27
1.57,8.6,-4.97,0.01,0.01,-0.03
1.6,8.58,-5.3,0.04,0.03,-0.03
2.15,7.9,-5.87,0.27,0.09,-0.04
1.38,7.43,-5.91,0.15,0.08,-0.31
1.62,5.48,-6.18,0.72,-0.25,0.31
1.35,5.86,-6.0,0.77,0.2,0.29
2.02,6.01,-6.72,0.71,0.25,-0.02
1.79,5.81,-8.2,0.44,0.11,0.09
1.46,5.72,-7.5,-0.23,0.03,-0.08
1.86,7.35,-7.49,-0.41,0.42,-0.4
2.34,9.83,-6.85,-0.84,0.65,-0.49
2.39,11.55,-6.92,-0.93,-0.3,-1.02
1.39,9.93,-5.49,-1.44,-0.63,-0.85
-0.72,10.25,-4.33,-0.71,-0.37,-0.16
-0.25,8.8,-3.36,-0.63,-0.09,-0.37
1.33,8.73,-5.1,0.0,-0.01,-0.04
1.52,8.51,-5.35,0.01,-0.01,-0.03
1.54,7.72,-6.22,0.25,0.04,-0.04
1.77,6.61,-6.27,0.31,-0.08,0.2
1.42,5.31,-5.86,0.6,0.26,-0.05
1.99,6.68,-6.59,0.76,0.44,-0.11
1.14,5.59,-6.76,0.73,0.21,-0.12
2.22,5.66,-7.34,0.29,0.29,0.16
2.63,8.23,-8.03,-0.08,0.12,0.13
2.86,7.66,-7.88,-0.31,0.46,-0.0
2.97,7.81,-7.23,-0.78,0.36,-0.48
1.74,9.05,-7.32,-0.9,-0.23,-0.61
1.0,10.03,-4.96,-1.24,-0.39,-0.51
1.08,10.57,-4.29,-0.99,-0.45,-0.54
0.34,9.1,-2.9,-0.47,-0.18,-0.27
1.67,8.72,-4.96,0.0,-0.0,-0.02
1.77,8.44,-5.17,0.01,-0.0,-0.03
2.58,6.48,-7.03,0.36,0.17,0.19
1.06,4.56,-4.7,0.8,0.03,-0.1
2.28,6.15,-7.1,0.53,0.07,-0.07
2.33,6.02,-7.28,0.71,0.17,-0.12
1.16,6.27,-7.23,0.37,-0.24,0.04
3.09,8.44,-7.15,-0.2,0.1,-0.2
3.19,8.63,-6.89,-0.37,0.55,-0.12
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.1,11.5,-4.08,-1.5,-0.51,-0.78
0.1,11.5,-4.08,-1.5,-0.51,-0.78
-0.39,9.85,-3.19,-0.51,-0.19,-0.19
0.1,9.16,-1.58,-0.6,-0.02,-0.23
1.34,8.8,-5.01,0.02,-0.04,-0.03
1.42,7.74,-5.9,0.17,-0.06,-0.06
1.43,6.14,-6.25,0.69,0.07,0.17
2.21,7.15,-6.7,0.5,0.3,0.46
0.77,6.43,-6.01,0.52,-0.0,0.08
2.22,5.33,-6.28,0.17,0.12,0.08
2.13,8.36,-7.81,0.74,0.08,0.28
3.82,8.23,-6.99,0.05,0.57,-0.32
1.85,9.3,-7.05,-0.42,0.02,-0.46
2.45,8.21,-4.6,-0.98,0.28,-0.48
2.79,11.04,-6.06,-0.81,0.13,-0.59
2.79,11.04,-6.06,-0.81,0.13,-0.59
0.59,10.77,-2.19,-0.88,-0.1,-0.4
0.34,8.9,-1.52,-0.65,-0.19,-0.44
0.46,9.49,-1.28,-0.57,-0.12,-0.36
1.27,8.24,-5.83,0.5,-0.15,0.33
1.76,9.19,-5.09,0.24,0.05,0.23
1.33,7.55,-5.74,-0.11,-0.01,-0.02
1.74,5.13,-5.44,0.54,0.4,-0.06
1.96,6.67,-7.43,0.44,0.63,0.0
1.26,6.97,-7.54,0.87,0.11,0.2
2.26,5.34,-7.0,0.23,0.03,0.1
2.94,8.83,-7.73,-0.41,0.04,-0.07
3.01,8.08,-7.23,-0.9,0.11,-0.5
2.65,10.66,-7.5,-0.86,-0.03,-0.77
1.6,11.0,-6.25,-1.32,-0.41,-0.45
0.07,9.46,-2.72,-0.96,0.1,-0.22
0.03,9.63,-2.27,-0.46,0.12,-0.31
0.39,9.06,-2.65,-0.71,-0.07,-0.22
-0.01,9.49,-2.14,-0.25,-0.07,-0.1
1.43,8.47,-5.37,0.0,-0.04,-0.02
1.6,8.34,-5.68,0.03,-0.02,-0.03
1.44,6.34,-6.76,0.38,-0.09,-0.05
2.11,5.09,-5.88,1.11,-0.06,0.25
1.06,7.83,-7.26,1.11,0.44,0.23
0.99,6.01,-7.06,0.0,0.02,-0.03
2.56,5.04,-6.7,-0.07,0.26,-0.12
1.27,9.51,-9.0,0.02,0.19,-0.2
1.58,7.28,-5.72,-0.84,0.41,-0.33
1.58,7.28,-5.72,-0.84,0.41,-0.33
1.63,9.89,-5.8,-1.08,-0.33,-0.86
0.99,12.14,-3.3,-1.19,-0.06,-0.49
0.99,12.14,-3.3,-1.19,-0.06,-0.49
0.25,9.87,-2.02,-0.61,0.05,-0.35
-0.65,9.14,-1.51,-0.46,0.02,-0.21
1.08,6.96,-5.74,0.22,-0.1,0.14
1.93,5.71,-5.75,0.51,0.21,0.09
0.89,4.38,-5.57,1.51,0.41,0.12
1.85,8.86,-8.07,0.56,0.71,-0.14
2.02,6.72,-8.0,0.08,0.54,0.23
3.72,9.82,-8.24,-0.61,0.06,-0.2
1.9,9.45,-5.14,-0.33,0.22,-0.05
1.5,9.9,-5.16,-1.06,-0.14,-0.45
1.74,10.34,-5.38,-1.26,-0.34,-0.66
1.16,12.11,-2.76,-0.87,-0.19,-0.62
-0.52,8.3,-1.81,-0.76,-0.15,-0.38
0.14,9.78,-1.76,-0.63,-0.0,-0.37
-0.47,9.24,-1.64,-0.34,-0.01,-0.23
-0.79,9.16,-0.76,-0.21,0.01,-0.13
-0.29,9.53,-1.02,-0.01,0.07,-0.05
1.71,8.57,-5.12,0.05,-0.02,-0.01
1.81,8.28,-5.56,0.11,0.03,-0.02
2.22,6.82,-6.89,0.57,0.1,0.01
2.46,5.82,-6.27,0.89,-0.06,0.19
0.81,5.78,-6.7,0.88,0.18,-0.07
1.61,5.25,-7.61,1.24,0.2,0.11
3.25,4.53,-7.49,0.12,0.73,0.11
2.75,7.14,-7.89,-0.26,0.22,0.09
3.64,8.17,-7.18,-0.53,0.84,-0.37
2.9,9.51,-7.87,-0.74,0.02,-0.68
2.27,10.89,-7.57,-1.2,-0.56,-1.31
0.7,10.95,-5.24,-1.27,-0.46,-0.79
-0.64,8.09,-3.32,-1.04,-0.28,-0.29
0.04,9.76,-2.88,-0.66,-0.19,-0.3
-0.4,8.89,-2.09,-0.6,0.06,-0.17
1.51,8.87,-4.59,0.06,0.02,-0.05
1.42,8.85,-4.51,-0.04,0.0,-0.06
1.65,7.93,-5.29,0.04,0.03,-0.04
1.83,6.89,-5.47,0.52,-0.03,0.14
1.49,6.27,-5.71,0.77,-0.2,0.12
1.89,5.15,-6.03,1.13,0.12,0.3
1.79,7.25,-7.01,1.02,-0.05,0.11
2.44,6.62,-7.23,0.07,-0.05,-0.22
0.0,0.0,0.0,-0.03,-0.03,-0.03
2.08,7.29,-6.05,-0.55,0.19,-0.39
2.41,8.59,-6.18,-1.05,0.41,-0.53
3.02,12.25,-7.23,-1.41,0.03,-0.6
0.53,12.56,-4.14,-0.59,-0.32,-0.72
0.45,8.94,-3.55,-0.94,0.0,-0.37
-0.34,9.57,-2.3,-0.94,-0.06,-0.32
1.61,8.42,-5.16,0.01,0.02,-0.02
1.85,8.35,-5.7,0.03,0.02,-0.02
1.78,7.76,-6.12,0.16,0.14,-0.1
1.65,7.04,-6.76,0.37,0.01,-0.11
1.48,5.32,-6.14,1.33,-0.06,0.06
1.54,5.72,-6.24,0.93,-0.17,-0.22
2.22,6.56,-6.64,0.95,0.36,0.4
1.79,6.7,-7.39,-0.45,0.18,-0.07
1.79,6.7,-7.39,-0.45,0.18,-0.07
2.99,8.43,-8.08,-0.48,0.39,-0.48
2.85,9.35,-7.8,-0.85,0.18,-0.54
1.96,11.3,-6.8,-1.44,-0.2,-0.76
-0.1,11.9,-5.27,-0.41,-0.41,-0.46
-0.41,8.69,-2.5,-0.96,0.02,-0.38
0.1,9.26,-1.65,-0.89,-0.13,-0.13
1.35,8.78,-4.78,-0.05,0.02,-0.04
1.67,8.55,-5.35,0.03,0.1,-0.03
1.48,8.06,-5.98,0.12,0.2,-0.1
1.65,6.14,-5.82,0.67,0.12,-0.07
1.3,5.27,-6.3,1.32,0.2,0.32
1.45,5.48,-6.22,1.21,0.13,0.3
2.32,6.45,-7.88,0.95,0.21,0.21
2.32,6.45,-7.88,0.95,0.21,0.21
3.26,8.24,-8.25,-0.73,-0.08,-0.12
1.8,7.81,-7.55,-0.9,0.27,-0.18
2.55,10.48,-7.59,-1.04,0.03,-0.57
2.18,11.04,-7.41,-1.3,-0.38,-0.76
-0.48,9.84,-4.42,-1.05,-0.36,-0.51
0.1,8.95,-3.42,-0.87,-0.08,-0.24
0.28,9.26,-2.54,-0.8,-0.06,-0.2
1.45,8.77,-4.98,-0.02,0.02,-0.03
1.55,8.16,-5.62,0.1,-0.03,-0.06
1.63,6.69,-6.08,0.56,-0.11,-0.02
2.42,6.14,-6.65,1.5,0.11,0.11
1.33,5.22,-6.27,1.49,-0.04,0.42
1.65,6.82,-7.3,1.03,0.11,0.23
1.55,8.17,-7.72,-0.25,-0.09,-0.14
0.0,0.0,0.0,0.0,0.0,0.0
2.24,7.0,-6.33,-1.01,0.17,-0.38
2.03,9.38,-7.23,-1.12,-0.24,-0.43
1.99,11.41,-7.62,-1.31,-0.16,-0.64
0.19,11.73,-5.36,-1.2,-0.25,-0.45
-0.39,8.62,-2.58,-0.93,-0.12,-0.36
0.18,9.39,-2.02,-0.86,-0.15,-0.19
-0.23,9.17,-1.65,-0.33,-0.08,-0.12
1.46,8.49,-5.4,-0.05,-0.02,-0.03
1.48,8.38,-5.5,-0.07,-0.0,-0.03
1.66,7.91,-5.94,0.04,0.03,-0.02
1.75,6.9,-6.6,0.28,0.1,-0.01
1.16,4.55,-5.87,0.67,-0.01,-0.12
1.68,5.11,-5.57,1.07,0.06,0.15
1.15,5.73,-7.08,1.32,0.19,0.29
2.17,8.27,-8.67,-0.36,-0.05,-0.21
2.46,7.29,-7.52,-0.34,-0.11,-0.14
2.55,8.02,-8.1,-1.01,-0.08,-0.34
1.41,10.41,-6.92,-0.94,0.05,-0.34
0.0,0.0,0.0,0.0,0.0,0.0
0.7,10.14,-3.58,-0.89,-0.19,-0.38
0.26,8.93,-2.95,-0.91,0.03,-0.25
0.01,9.19,-2.14,-0.85,-0.06,-0.24
1.48,7.0,-6.44,0.71,-0.02,0.09
1.87,6.97,-7.51,0.86,0.16,0.22
1.64,3.76,-5.91,0.97,0.16,0.23
1.46,5.72,-7.39,0.8,0.06,0.12
1.46,5.72,-7.39,0.8,0.06,0.12
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04,0.0,0.0,0.0,0.01
1.7,7.65,-6.75,0.9,0.04,0.23
1.96,5.99,-7.23,0.47,-0.02,0.05
2.55,4.82,-7.05,1.2,0.25,0.27
1.37,4.48,-7.44,0.9,0.24,0.2
3.23,6.81,-8.36,0.19,0.04,0.0
3.23,6.81,-8.36,0.19,0.04,0.0
4.1,6.43,-8.62,-0.59,0.28,-0.22
2.57,7.77,-8.08,-0.9,0.12,-0.62
2.75,8.54,-8.56,-0.91,0.14,-0.57
2.33,9.84,-7.53,-1.48,-0.39,-0.81
0.95,12.03,-5.47,-1.05,-0.57,-0.49
0.21,7.98,-4.12,-1.16,-0.35,-0.47
0.48,10.3,-3.47,-0.94,-0.12,-0.2
-0.21,8.86,-1.66,-0.66,0.06,-0.15
-0.02,9.74,-2.19,-0.58,-0.05,-0.25
1.79,7.36,-6.52,0.39,0.19,0.11
1.51,6.52,-6.73,0.54,0.18,-0.13
2.52,5.45,-6.64,0.98,0.39,0.11
1.03,5.53,-6.88,1.33,0.22,0.34
1.81,5.54,-6.69,0.73,0.06,0.29
1.81,5.54,-6.69,0.73,0.06,0.29
3.41,7.56,-8.53,-0.63,0.01,-0.58
2.82,6.83,-8.67,-0.78,0.46,-0.31
3.2,12.22,-8.12,-1.33,-0.01,-0.48
2.82,11.36,-7.68,-1.49,-0.26,-0.64
0.93,11.16,-4.49,-0.63,-0.3,-0.46
0.5,7.86,-3.52,-1.17,-0.06,-0.4
0.26,9.69,-1.95,-1.03,-0.09,-0.34
-0.19,9.03,-0.66,-0.62,-0.07,-0.23
-0.29,8.97,-1.13,-0.12,-0.07,-0.07
1.69,8.24,-5.62,0.01,-0.01,0.01
1.73,7.61,-5.95,0.13,0.02,-0.14
2.06,5.46,-6.53,0.85,-0.17,0.03
1.98,5.36,-5.86,1.25,0.35,0.42
0.65,6.12,-6.91,0.83,0.48,-0.09
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.54,6.88,-7.72,-0.39,0.33,-0.17
2.14,9.19,-7.7,-1.04,-0.08,-0.46
2.31,9.99,-7.1,-1.26,-0.32,-0.83
1.82,9.72,-6.71,-1.63,-0.71,-0.78
0.06,9.18,-2.96,-1.05,-0.25,-0.46
-0.24,9.19,-2.08,-0.73,-0.13,-0.37
-0.04,9.14,-1.83,-0.86,-0.11,-0.37
-0.61,9.31,-1.93,-0.25,-0.03,-0.16
1.59,8.28,-5.74,0.04,-0.09,0.02
1.25,8.5,-5.49,0.0,-0.14,-0.02
2.32,7.47,-6.36,0.29,0.09,0.14
1.69,3.84,-5.71,0.4,0.22,-0.06
1.66,5.44,-7.47,0.93,0.45,0.13
2.1,6.16,-7.88,0.68,0.4,0.15
3.62,7.79,-8.6,0.52,0.4,0.18
2.22,8.45,-8.11,-0.01,0.27,-0.1
1.44,8.09,-6.67,-0.3,0.59,-0.13
1.78,8.95,-6.74,-1.2,0.05,-0.51
1.98,10.86,-6.56,-1.25,-0.47,-0.75
1.64,10.76,-4.38,-1.47,-0.46,-0.84
-0.28,9.49,-2.58,-0.87,-0.21,-0.44
-0.3,9.41,-2.26,-0.57,-0.27,-0.4
-0.64,9.29,-1.81,-0.59,-0.18,-0.31
1.48,8.64,-4.99,-0.04,0.0,-0.04
1.4,8.64,-5.23,0.01,0.0,-0.04
1.82,7.52,-6.41,0.38,-0.02,-0.05
1.47,5.99,-6.53,0.64,-0.25,0.18
1.79,6.66,-7.09,0.57,0.17,0.38
1.36,4.55,-6.15,1.15,0.2,0.23
2.79,7.13,-8.64,0.2,0.91,0.13
2.7,7.06,-7.56,0.03,0.41,-0.15
3.57,8.64,-8.21,-0.49,0.07,-0.01
2.49,10.21,-6.85,-0.68,0.23,-0.33
3.07,10.45,-5.69,-0.85,0.06,-0.49
1.16,10.06,-5.24,-1.37,-0.74,-0.64
1.04,11.39,-2.99,-1.04,-0.33,-0.54
0.06,8.77,-1.45,-0.46,-0.17,-0.38
-0.26,9.25,-1.73,-0.5,-0.08,-0.25
1.43,8.61,-5.25,-0.0,-0.03,-0.02
1.33,8.35,-5.54,0.0,-0.07,-0.03
1.18,7.1,-6.65,0.33,-0.14,0.06
1.83,5.32,-6.05,0.72,-0.17,0.15
1.35,6.37,-6.68,0.93,0.27,0.35
1.19,6.29,-7.02,0.41,0.06,0.05
2.55,5.28,-7.37,0.55,0.3,0.16
0.0,0.0,0.0,0.0,0.0,0.0
3.25,8.95,-8.07,-0.03,-0.03,-0.03
2.68,7.78,-6.5,-0.57,0.36,-0.28
0.56,9.86,-6.93,-0.9,0.11,-0.54
1.53,10.57,-6.26,-1.21,-0.35,-0.77
0.61,11.01,-4.07,-1.14,-0.16,-0.61
0.08,8.41,-2.64,-0.91,-0.21,-0.39
-0.36,9.54,-2.55,-0.7,-0.13,-0.4
1.06,8.95,-4.22,0.01,0.01,-0.04
0.5,7.95,-5.09,0.29,0.08,-0.05
0.79,7.61,-6.71,0.35,0.26,0.03
0.52,5.93,-5.19,0.43,0.29,0.05
1.46,7.38,-5.81,0.78,0.37,0.28
0.85,5.61,-6.72,0.5,0.17,-0.01
1.14,7.4,-6.81,0.74,-0.09,0.22
2.38,6.31,-6.68,0.5,-0.01,-0.09
2.71,10.15,-8.46,-0.76,0.03,-0.23
2.3,9.8,-6.73,-0.54,0.01,-0.2
2.68,11.48,-7.36,-0.8,0.13,-0.22
1.5,10.26,-5.19,-1.03,-0.28,-0.62
1.27,11.12,-3.3,-1.15,0.08,-0.49
0.25,9.24,-1.58,-1.23,0.08,-0.45
-1.34,8.86,0.16,-0.5,0.04,-0.38
1.42,8.77,-4.94,0.02,0.02,-0.03
1.44,8.69,-4.9,-0.02,0.0,-0.03
1.69,8.52,-5.16,0.0,0.04,-0.05
1.69,8.19,-5.78,0.1,0.08,0.02
1.8,5.79,-6.2,0.47,-0.05,-0.13
1.76,6.17,-6.31,0.86,-0.16,0.31
0.6,7.05,-5.93,1.01,0.09,0.05
1.65,5.93,-7.4,0.74,0.25,0.07
2.93,5.45,-6.79,-0.12,0.48,-0.04
0.59,8.12,-7.64,-0.68,-0.29,0.16
2.5,9.15,-6.69,-0.92,0.33,-0.19
2.19,10.93,-6.16,-1.0,-0.03,-0.58
