accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1.41,5.62,-3.93,-0.62,0.65,-0.29
0.25,6.44,-3.46,-0.69,0.34,-0.09
3.7,3.38,-8.48,1.76,0.48,0.26
5.83,19.62,-19.62,4.37,-0.54,0.07
-0.74,4.16,-0.16,4.37,0.47,-0.04
-0.98,-0.5,-5.1,2.4,0.54,0.23
7.31,-11.63,-13.91,-0.47,-1.77,1.13
-0.63,-0.86,-12.48,2.29,-1.55,0.39
-3.2,-5.73,-12.63,0.35,-0.35,-0.19
-2.74,-3.38,-7.08,0.0,-0.12,-0.04
-3.0,-5.12,-10.73,-0.01,0.06,-0.07
-2.99,-4.75,-10.27,-0.24,0.08,-0.11
-2.81,-4.52,-10.53,-0.12,0.12,-0.18
0.4,7.83,-4.55,0.01,0.01,0.06
0.29,6.57,-2.79,0.1,-0.02,-0.11
2.14,4.0,-2.87,0.25,0.38,-0.11
1.39,6.97,-4.32,0.3,0.57,-0.19
-0.7,6.77,-12.0,0.95,-0.54,-0.01
4.92,5.19,-12.64,2.67,-0.2,-0.25
-5.89,10.0,-0.54,3.56,1.33,-0.2
0.87,2.69,-5.69,3.3,-0.42,0.23
4.61,-8.73,-9.32,0.84,-0.26,0.6
-1.55,-7.59,-8.83,4.3,0.05,0.28
-3.04,-17.74,-19.62,0.15,-0.18,0.53
-1.06,-5.47,-5.78,-0.23,-0.04,0.07
-0.97,-5.98,-6.95,-0.19,-0.13,0.14
-1.73,-8.33,-10.49,-0.22,-0.07,0.04
-1.47,-6.22,-7.82,0.03,-0.06,-0.03
0.41,6.4,-4.99,0.03,0.16,-0.12
1.62,5.72,-5.81,0.42,0.24,-0.37
-0.97,6.4,-3.46,-0.32,0.21,-0.14
0.97,4.28,-2.75,0.17,0.33,0.15
0.48,3.93,-8.47,2.13,0.12,-0.09
-3.65,19.62,-9.65,2.66,-0.76,0.27
6.04,4.38,2.82,4.37,0.22,0.13
-1.62,0.68,-12.12,1.42,0.05,-0.13
4.43,-11.44,-12.95,1.65,-1.05,0.67
-2.34,-11.68,-9.21,2.39,-0.5,0.28
-3.19,-11.35,-12.05,0.21,-0.38,0.32
-1.93,-6.17,-6.69,-0.39,-0.01,0.12
-1.98,-6.47,-7.47,-0.04,0.05,-0.04
-2.31,-8.08,-9.57,-0.08,0.08,-0.09
-1.64,-6.52,-7.74,-0.04,0.07,-0.1
1.16,4.65,-2.87,0.08,-0.07,0.15
-0.49,6.27,-8.1,1.5,-0.39,-0.09
4.68,17.9,-19.62,4.37,-0.15,0.43
-1.56,2.17,-1.55,4.37,0.66,0.26
-0.5,1.77,-7.56,2.82,-0.19,-0.28
-0.07,-10.66,-12.09,0.5,-1.62,0.7
-3.12,-5.8,-12.97,1.03,-1.57,-0.01
-3.91,-6.15,-10.72,1.69,-1.04,0.2
-4.3,-6.08,-10.89,-0.08,-0.34,0.27
-4.48,-5.16,-9.25,-0.78,-0.1,0.17
-4.02,-3.34,-8.56,-0.7,0.14,0.05
-3.64,-3.58,-10.15,-0.4,0.22,-0.05
-3.71,-3.33,-10.15,-0.23,0.12,-0.1
-3.51,-3.09,-10.0,-0.06,0.06,-0.05
-3.68,-3.44,-9.84,0.07,-0.0,-0.06
0.69,6.92,-4.11,0.14,0.3,-0.12
1.03,6.87,-3.84,0.14,0.62,-0.44
0.88,7.95,-3.99,0.36,0.4,-0.33
-1.13,4.91,-3.42,0.52,0.15,0.06
0.71,2.32,-7.3,1.77,0.37,-0.04
5.92,19.62,-19.62,4.37,-0.07,0.05
0.72,2.62,-0.41,4.37,0.57,0.59
0.36,0.45,-11.42,1.84,-0.16,0.07
3.0,-10.79,-14.84,-0.09,-1.06,0.83
-2.81,-7.33,-13.07,0.98,-1.46,0.09
-1.94,-3.49,-12.52,1.03,-0.31,0.39
-2.36,-4.14,-10.33,0.04,-0.21,0.03
-3.2,-4.33,-11.34,-0.22,-0.12,0.03
-2.78,-3.99,-10.66,-0.18,-0.03,-0.02
-2.6,-3.54,-10.11,-0.16,0.02,-0.08
0.72,7.62,-3.8,0.02,0.1,-0.01
0.46,7.44,-2.91,-0.29,0.18,-0.12
0.13,9.37,-2.67,0.08,0.6,-0.22
-0.31,5.44,-1.54,-0.07,-0.38,0.0
-0.77,4.11,-4.29,0.55,-0.49,0.22
1.66,6.09,-3.74,1.72,-0.55,0.18
-5.86,11.06,-6.04,-0.96,-0.77,-0.38
2.01,5.67,-2.79,4.36,-0.04,-0.06
-2.19,2.3,-12.84,2.73,-0.64,0.1
2.63,-8.4,-15.1,-0.52,0.03,0.57
-4.13,-4.18,-13.13,1.37,-0.72,-0.22
-0.65,-3.6,-11.54,0.68,-0.58,0.15
-1.51,-3.84,-11.59,0.53,-0.5,0.0
-2.5,-3.37,-11.77,0.43,-0.13,0.01
-2.45,-3.42,-11.07,0.1,-0.04,-0.07
0.5,6.63,-3.98,-0.04,0.06,-0.02
1.0,7.96,-4.8,-0.02,0.1,-0.18
-0.99,7.6,-2.9,0.21,0.46,-0.06
0.83,7.07,-2.39,0.02,0.01,0.08
0.23,4.85,-7.62,0.81,-0.06,0.2
4.28,13.41,-19.62,2.48,0.38,0.66
-1.54,-6.47,3.89,1.8,0.21,0.23
2.75,5.76,-4.51,1.32,0.44,0.07
0.57,2.62,-12.01,2.8,-0.41,0.07
4.94,4.8,-10.22,1.3,-0.02,-0.42
-2.47,-8.86,-11.1,3.81,-0.14,0.08
-0.22,-7.12,-10.58,1.23,0.42,-0.15
0.65,-6.34,-10.96,0.06,0.19,-0.19
0.88,-5.48,-9.77,-0.27,0.08,-0.13
1.02,-5.31,-10.1,-0.12,-0.07,-0.07
0.08,8.58,-4.55,0.26,0.04,-0.0
0.52,7.26,-5.04,0.1,-0.03,0.01
1.01,6.02,-4.68,0.12,0.25,-0.25
0.04,8.71,-6.03,0.29,0.01,-0.11
0.48,5.65,-4.39,-0.08,-0.1,0.04
-0.11,5.36,-3.13,0.08,-0.04,0.07
-1.44,4.84,-10.04,1.0,-0.49,0.14
2.26,19.62,-17.32,3.39,-0.6,-0.07
2.82,4.91,1.04,4.37,0.54,0.36
0.16,0.11,-8.01,2.81,-0.03,-0.01
2.89,-11.96,-13.9,-0.78,-0.51,0.09
-3.69,-15.52,-9.93,4.29,-1.51,0.63
-2.44,-7.88,-8.86,2.05,-0.34,0.43
-2.17,-6.66,-8.31,0.35,-0.3,0.16
-2.57,-5.93,-7.98,-0.15,-0.19,0.19
0.45,6.37,-4.79,0.68,0.08,-0.03
1.97,6.59,-4.11,0.33,0.33,-0.23
-0.61,7.57,-5.25,0.25,0.28,-0.1
-0.43,3.31,-5.46,0.83,-0.16,-0.05
1.12,6.14,-13.51,1.57,-0.98,0.47
-4.48,8.45,-0.48,0.83,-0.52,0.02
0.52,5.54,0.01,2.77,1.1,-0.85
-2.97,-3.31,-10.9,0.39,-0.49,0.36
7.14,-19.62,-19.62,2.57,-0.83,-1.46
-2.33,-3.04,-18.45,2.2,-1.09,0.0
-2.44,-4.82,-6.58,0.69,-0.04,0.59
-1.96,-4.04,-6.84,-0.34,-0.22,0.38
-4.33,-4.18,-9.17,-0.39,-0.17,0.19
-4.98,-4.3,-10.46,-0.24,-0.07,0.07
-4.25,-3.43,-8.64,0.05,0.04,-0.14
0.57,6.69,-4.52,-0.19,0.05,-0.12
1.21,5.35,-3.28,0.1,0.2,-0.18
1.31,7.43,-3.85,0.05,0.26,-0.23
0.05,9.21,-4.06,0.05,0.27,-0.08
1.04,5.95,-9.32,0.94,0.13,-0.27
1.22,6.79,-18.66,2.63,0.63,0.11
-6.2,1.91,0.73,0.93,-0.1,0.17
2.69,4.37,-1.64,2.64,0.04,0.08
-1.84,1.53,-15.44,2.01,-0.43,0.65
1.3,-7.81,-13.43,0.94,-1.06,0.01
-3.07,-5.74,-12.16,2.5,-1.32,0.43
-3.1,-4.79,-9.17,1.36,-0.57,0.08
-3.8,-5.59,-9.56,0.45,-0.54,0.23
-4.82,-6.93,-10.95,0.1,-0.09,0.05
-3.92,-5.62,-8.37,-0.09,-0.04,-0.05
0.46,6.77,-4.73,-0.03,0.18,-0.01
1.14,5.38,-4.42,0.09,0.22,-0.13
1.23,6.44,-2.54,0.16,0.39,-0.28
0.82,8.04,-2.91,0.1,0.25,-0.15
0.62,4.91,-6.0,0.69,0.07,-0.3
-2.27,12.4,-19.62,1.99,-0.69,-0.06
0.37,-6.79,3.62,0.67,-0.35,-0.36
0.5,5.62,-7.58,0.19,0.53,-0.24
0.78,5.54,-10.11,2.83,0.73,-0.23
-0.29,-0.2,-8.02,2.34,0.06,0.25
3.55,-9.38,-13.56,-0.72,-0.53,0.41
3.55,-9.38,-13.56,-0.72,-0.53,0.41
-1.52,-4.82,-11.47,1.4,-0.54,0.23
-3.53,-6.25,-12.12,0.54,-0.43,0.07
-3.45,-5.44,-9.61,0.15,-0.4,0.0
0.56,6.43,-4.05,0.09,0.09,-0.06
0.3,8.29,-5.09,-0.18,0.31,-0.18
0.08,8.11,-3.17,-0.21,0.31,-0.2
1.58,4.76,-7.2,0.62,0.42,-0.27
0.66,19.62,-19.62,4.37,0.57,-0.22
-0.56,-8.31,-2.16,2.94,-0.33,-0.03
-1.27,2.67,-5.01,0.54,0.08,-0.29
-0.36,6.29,-11.02,3.48,-0.04,0.15
-1.5,-1.54,-6.17,2.51,-0.35,0.21
6.47,-9.31,-13.92,-0.56,0.19,0.4
-9.11,-14.57,-12.61,3.52,-0.79,-0.24
-3.53,-6.21,-11.75,0.93,-0.56,-0.06
-4.07,-5.99,-12.15,0.21,-0.18,-0.05
-3.0,-4.58,-8.54,-0.01,-0.0,-0.11
-3.2,-4.94,-9.59,-0.14,0.13,-0.06
0.63,6.89,-4.12,0.01,0.01,-0.05
0.88,6.57,-3.77,0.03,0.19,-0.14
1.42,7.84,-4.34,0.21,0.38,-0.21
0.17,7.77,-3.01,-0.12,0.03,0.05
1.03,4.44,-4.01,0.54,0.16,-0.18
0.33,5.72,-7.46,1.55,-0.43,-0.01
-3.75,6.14,-7.31,-1.78,0.06,-0.22
2.19,8.44,-6.59,4.33,-0.28,0.09
0.18,2.23,-8.91,2.7,0.23,-0.48
-0.74,2.71,-11.91,2.05,-0.44,-0.17
0.25,-11.25,-12.53,-0.1,-0.46,0.21
-2.85,-4.88,-11.09,0.62,-0.84,-0.05
-2.85,-4.88,-11.09,0.62,-0.84,-0.05
-4.2,-5.69,-13.86,0.75,-0.7,-0.06
-4.28,-4.87,-11.46,0.12,-0.3,-0.09
0.99,7.48,-3.46,-0.01,0.12,-0.09
0.81,6.88,-3.76,0.08,0.2,-0.13
1.14,7.09,-3.87,0.18,0.36,-0.25
0.25,9.05,-3.85,0.18,0.36,-0.21
0.33,7.07,-1.6,0.21,0.07,0.06
1.52,4.42,-6.86,0.88,-0.06,-0.07
7.2,19.62,-19.62,3.75,-0.72,-0.19
-0.74,-0.55,-4.33,4.37,0.56,0.19
0.92,2.03,-3.78,1.41,0.87,-0.01
0.31,5.93,-10.52,3.26,-0.24,0.15
1.98,-17.24,-15.0,1.34,-2.98,1.52
-0.31,-5.3,-12.03,0.67,-0.79,-0.08
-3.02,-9.93,-9.99,2.38,-0.2,0.11
-1.14,-7.89,-10.16,0.2,0.01,0.02
-1.2,-6.86,-9.18,-0.16,-0.13,0.09
0.39,8.65,-3.84,0.16,0.04,-0.05
0.34,5.65,-5.12,0.19,0.12,-0.02
0.01,8.35,-5.73,0.31,0.25,0.05
-0.31,4.14,-2.47,-0.33,0.21,-0.06
2.48,5.57,-4.95,0.49,0.64,-0.0
0.74,7.97,-9.03,1.87,0.44,0.89
2.22,19.62,-5.91,0.21,-0.68,0.32
2.34,13.76,-3.16,4.25,0.35,0.81
1.53,-1.99,-9.82,1.47,0.15,0.38
7.25,-12.55,-10.88,-0.41,-0.98,1.08
3.09,-10.89,-15.11,0.16,-0.53,0.73
2.62,-8.09,-12.05,2.88,-0.55,0.94
1.98,-6.64,-11.43,-0.09,-0.24,0.01
1.41,-6.02,-9.88,-0.12,-0.04,-0.04
1.77,-6.44,-9.81,-0.04,0.04,-0.08
0.58,8.25,-3.44,-0.04,0.05,0.1
0.04,7.23,-3.82,-0.1,0.07,-0.1
1.68,6.35,-4.84,0.42,0.27,0.14
0.33,8.05,-2.64,-0.23,0.35,-0.17
1.56,7.6,-1.89,0.38,0.02,-0.16
-0.05,3.8,-5.74,0.7,-0.03,0.09
5.58,8.36,-17.22,1.74,1.36,0.65
1.17,-1.87,0.74,-0.84,-0.18,-0.15
2.52,10.25,-9.19,2.03,0.12,0.47
1.39,2.06,-9.05,2.68,0.16,0.54
0.74,3.97,-8.21,2.22,0.19,0.37
5.51,-19.62,-9.24,4.37,-0.77,1.36
0.7,-7.0,-11.07,4.01,0.47,1.15
2.32,-8.86,-7.64,0.74,-0.12,0.14
2.31,-6.93,-8.21,0.08,-0.18,-0.17
0.7,6.55,-4.55,0.2,-0.09,0.02
0.26,8.62,-6.41,0.27,-0.19,0.07
1.38,6.37,-4.27,-0.41,-0.48,0.2
0.84,2.82,-2.47,-0.14,-0.25,0.2
3.36,4.94,-6.47,-0.01,0.14,0.43
1.32,10.93,-12.41,1.17,0.59,0.39
2.17,13.4,-7.06,-1.41,-1.84,-0.71
-0.22,10.23,-7.81,1.03,-0.8,0.61
-0.3,4.09,-9.7,1.35,-0.64,0.39
2.13,3.93,-8.01,0.9,-1.0,0.28
-0.24,3.46,-7.39,1.56,-1.22,0.53
-0.58,3.79,-5.58,1.83,-1.74,0.84
-3.76,6.48,-7.52,1.58,-2.88,1.37
-10.73,-9.04,-12.42,0.81,-3.66,1.2
-15.01,-4.62,-9.73,1.58,-2.67,-0.82
0.73,6.77,-3.59,-0.08,0.17,-0.25
0.69,5.64,-0.98,-0.4,0.2,-0.29
-0.06,6.94,-3.87,0.06,0.3,0.18
1.55,8.13,-8.59,1.53,0.09,0.48
4.89,19.62,-8.95,0.56,-0.31,0.42
2.23,5.19,-5.4,3.98,0.28,1.07
1.26,3.48,-5.75,2.06,0.03,0.44
1.45,5.52,-8.08,2.43,-0.17,0.86
1.45,5.52,-8.08,2.43,-0.17,0.86
1.91,-8.89,-10.01,3.19,-0.81,1.34
1.6,-10.03,-8.96,0.99,-0.44,0.53
0.85,-7.32,-8.56,0.18,-0.37,0.18
0.69,-7.9,-9.14,-0.21,-0.14,0.07
0.69,-6.92,-8.26,-0.09,-0.05,0.02
0.65,-7.49,-8.95,0.04,-0.07,0.05
0.74,8.35,-4.06,-0.01,-0.09,-0.07
0.79,7.67,-4.51,-0.13,-0.24,-0.0
1.54,5.85,-4.26,0.05,-0.08,-0.1
1.01,9.09,-4.38,0.03,-0.12,-0.04
1.65,9.06,-3.01,-0.23,-0.26,-0.25
-0.23,6.79,-2.22,0.06,-0.45,-0.09
4.47,3.95,-6.28,0.85,0.13,0.36
4.64,10.0,-19.62,3.68,0.33,1.24
-0.07,-6.97,-1.24,1.38,-0.9,0.03
-0.07,-6.97,-1.24,1.38,-0.9,0.03
-0.07,-6.97,-1.24,1.38,-0.9,0.03
-2.04,-2.5,-14.05,2.45,-4.09,1.56
1.2,-7.08,-9.04,1.12,-1.81,0.35
1.2,-7.08,-9.04,1.12,-1.81,0.35
-19.16,0.13,-0.61,0.17,0.15,1.38
1.39,5.58,-3.93,-0.24,-0.38,0.15
1.89,8.47,-4.53,0.39,0.1,0.17
3.01,6.17,-3.94,0.01,0.35,-0.37
1.24,6.85,-3.67,-0.38,-0.31,-0.37
1.24,6.03,-4.03,0.32,0.02,0.18
2.6,5.47,-8.13,1.93,0.12,0.54
2.23,19.33,-12.33,-0.72,-1.14,-1.08
-0.51,9.65,-5.77,4.19,0.12,1.54
2.13,1.15,-8.31,1.94,-0.14,0.25
1.52,2.48,-6.71,3.2,-0.84,0.92
3.25,-11.19,-13.73,1.06,-4.26,0.84
-3.44,-7.97,-10.48,0.98,-1.0,-0.32
-6.25,-16.69,-10.34,2.59,-3.33,-0.25
-5.35,-5.93,-6.26,-0.82,0.57,0.78
-6.44,-3.16,-5.94,0.02,-0.01,-0.01
1.4,6.65,-5.08,0.23,0.45,-0.11
0.74,7.02,-3.41,-0.07,-0.05,-0.15
-0.54,7.56,-2.26,-0.45,-0.15,0.12
4.93,5.72,-8.57,1.2,0.04,0.65
7.63,8.77,-15.33,1.48,0.45,1.04
3.29,4.39,-0.2,0.97,-1.8,0.05
1.35,6.08,-5.57,2.26,-1.73,0.93
-0.53,4.17,-10.24,2.95,-2.46,0.51
-5.11,-14.37,-12.49,2.43,-3.08,0.21
-10.03,-6.66,-7.15,4.37,-2.11,1.48
-13.51,-10.5,-8.57,0.36,-2.14,1.36
-4.02,-7.46,0.89,-1.75,1.21,-0.05
-6.92,-3.61,-4.12,-0.76,0.08,0.04
-9.12,-5.43,-7.74,-0.37,0.26,0.26
-7.4,-3.48,-6.59,-0.01,0.05,-0.03
1.85,6.65,-5.55,-0.15,0.25,-0.24
0.59,6.87,-5.34,-0.52,0.06,-0.33
0.18,7.66,-3.98,-0.42,0.14,-0.28
-0.51,4.28,-2.7,-0.49,-0.05,-0.16
1.83,1.47,-6.29,0.63,0.58,-0.09
7.77,7.08,-19.62,1.78,1.23,0.82
0.82,-11.06,8.01,2.31,-0.77,0.05
1.35,9.32,-6.17,1.57,0.32,0.5
2.73,1.02,-10.73,2.32,-2.63,1.65
-3.34,-4.54,-11.8,1.74,-3.16,1.23
-3.38,-8.39,-8.14,1.56,-2.7,0.94
-3.38,-8.39,-8.14,1.56,-2.7,0.94
-3.38,-8.39,-8.14,1.56,-2.7,0.94
-5.26,-2.17,-5.01,-0.73,0.26,0.77
-8.29,-2.35,-9.24,-0.61,0.3,0.45
2.51,7.61,-3.74,0.02,0.18,0.01
1.49,7.48,-4.23,0.24,0.35,-0.17
0.36,8.22,-2.73,0.09,0.29,-0.3
-0.14,8.05,-2.22,-0.08,-0.18,-0.13
2.62,4.49,-4.65,0.42,-0.11,0.43
6.83,3.67,-15.68,2.34,1.11,1.3
6.83,3.67,-15.68,2.34,1.11,1.3
6.83,3.67,-15.68,2.34,1.11,1.3
-1.19,-0.71,-9.62,2.39,-1.39,0.56
3.02,-6.84,-13.18,1.43,-4.37,0.8
-9.84,-6.6,-16.56,-0.91,-0.71,-0.36
-8.11,-7.15,-9.74,1.46,-2.02,0.33
-8.15,-3.94,-4.16,-0.24,0.18,0.21
-6.28,-1.18,-5.59,-0.7,0.22,0.27
-6.7,-3.18,-8.6,-0.48,-0.07,0.32
0.8,8.35,-4.05,-0.09,-0.03,-0.02
-0.1,8.98,-3.5,-0.17,-0.42,0.11
1.7,5.92,-3.56,-0.13,-0.07,-0.03
0.97,8.6,-4.26,0.45,0.12,0.2
0.67,8.44,-3.05,-0.33,0.34,-0.25
1.83,6.92,-2.99,-0.27,0.6,-0.21
1.51,4.01,-6.28,1.18,0.75,0.38
8.52,19.62,-19.62,3.92,-1.88,1.79
-0.58,3.35,-3.85,4.37,-0.47,1.72
3.13,0.31,-5.06,1.33,-0.49,0.45
-1.17,4.25,-8.63,2.1,-1.52,0.91
-0.5,-3.63,-9.55,1.68,-3.31,1.33
-3.71,-5.24,-9.0,1.18,-2.27,0.9
-10.25,-12.47,-10.06,0.19,-2.0,0.03
-8.27,-7.61,-6.73,-0.59,-0.24,0.41
1.62,6.7,-3.68,0.02,-0.12,-0.14
1.13,10.15,-4.38,0.23,-0.06,0.09
-0.63,6.95,-1.11,-0.23,-0.22,0.08
1.5,4.74,-1.8,-0.2,0.26,0.16
0.41,5.77,-9.48,1.88,-0.47,1.23
1.94,7.03,-6.72,-1.68,-2.06,-0.49
-1.19,10.61,-6.37,3.41,-0.9,1.89
3.25,3.64,-9.3,2.38,-0.1,0.98
0.51,-2.57,-10.84,2.19,-3.51,0.89
-6.79,-3.87,-11.59,0.21,-2.5,0.51
-7.29,-9.12,-8.27,-0.01,-3.08,-0.54
-13.5,-12.07,-12.17,0.68,-1.56,-0.17
-4.97,-4.67,-2.39,-0.65,0.03,0.24
-5.79,-2.32,-5.4,-0.81,0.28,0.42
-8.17,-2.6,-9.05,-0.39,0.1,0.46
0.55,5.16,-4.3,-0.33,-0.18,-0.14
1.02,5.27,-3.62,0.43,0.04,0.12
0.67,10.27,-3.38,-0.78,-0.26,-0.23
0.0,8.68,-1.46,-0.73,-0.02,-0.25
1.4,5.25,-3.02,0.04,0.29,0.02
8.58,9.82,-19.62,2.95,0.92,1.7
4.39,-4.85,-5.19,-1.07,0.75,-0.5
-1.12,6.22,-9.72,4.18,-0.97,1.68
5.12,1.86,-8.36,2.34,-0.35,1.09
0.31,4.82,-4.79,3.2,-1.23,1.06
-0.2,0.31,-12.64,1.45,-4.03,1.28
-5.88,-4.41,-13.59,0.66,-3.18,0.8
-8.69,-7.06,-10.32,0.76,-3.83,-1.02
-12.33,-6.61,-7.12,0.57,-1.38,-0.51
-7.27,-3.12,-1.51,-0.07,0.36,0.17
1.07,9.3,-4.0,-0.08,-0.24,-0.01
1.14,7.01,-3.63,-0.22,-0.06,-0.02
1.24,6.07,-3.94,-0.01,0.23,-0.13
0.77,9.07,-3.48,-0.2,-0.05,-0.16
0.21,5.56,-0.87,-0.46,-0.15,-0.15
1.66,5.71,-3.1,-0.05,0.18,0.19
6.05,7.77,-12.52,1.83,-0.26,1.03
-0.94,-8.14,-4.98,-1.86,-0.9,-0.35
2.1,9.24,-11.36,3.21,-1.44,1.52
5.53,2.11,-10.13,2.02,-0.88,0.6
-1.02,4.28,-6.61,3.42,-1.65,1.07
-2.2,2.17,-10.38,1.49,-2.97,0.19
-7.28,-3.06,-11.37,0.55,-3.33,1.09
-7.73,-6.03,-4.46,0.7,-2.18,-1.0
-14.44,-5.37,-8.44,-0.28,-0.37,-0.34
0.44,8.05,-3.57,-0.17,-0.24,-0.02
1.82,5.96,-4.09,0.09,-0.04,-0.15
0.6,8.94,-3.26,-0.28,0.06,-0.0
-0.13,7.88,-0.34,0.09,0.09,0.06
1.6,5.34,-1.69,-0.11,-0.41,0.19
2.84,4.88,-8.02,1.74,0.25,1.07
0.28,18.63,-8.19,-0.9,-1.44,-0.53
0.56,8.44,-6.42,4.15,-0.49,1.39
3.36,2.85,-9.23,1.87,-0.62,0.41
0.6,2.36,-9.42,2.78,-2.04,1.29
-5.94,-7.38,-12.89,-0.0,-3.7,0.8
-6.18,-5.12,-10.28,3.05,-2.12,1.68
-11.37,-1.11,-7.77,-3.11,-2.96,0.6
-10.97,-4.31,-5.08,-3.52,-1.57,-0.45
-8.61,-1.19,-2.42,-0.84,-0.23,0.08
0.62,7.9,-4.08,-0.12,-0.14,0.06
0.46,7.01,-3.73,-0.21,-0.01,0.11
1.83,7.56,-4.09,0.11,0.55,0.07
-1.34,10.26,-3.45,-0.51,-0.0,-0.08
0.69,8.48,-2.07,-0.08,0.03,-0.02
0.38,6.03,-2.71,0.01,0.08,0.06
2.08,2.0,-6.96,1.13,0.74,0.52
9.17,19.62,-19.48,1.65,-1.36,0.81
1.6,1.52,-3.83,4.37,-0.31,1.38
2.92,5.5,-5.03,0.58,-0.58,0.5
0.85,6.75,-8.37,2.38,-1.39,1.32
1.02,2.3,-11.39,1.81,-3.43,1.56
-1.15,-6.09,-10.15,-0.33,-3.46,0.75
-6.8,-3.08,-9.89,-0.07,-3.22,0.57
-9.52,-6.08,-10.29,1.08,-3.96,-1.69
0.57,8.22,-3.97,-0.01,0.34,-0.19
-0.29,8.89,-4.5,0.23,0.56,-0.27
