accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3.49,9.98,-3.89,0.32,-0.28,0.46
0.97,8.16,-4.11,0.2,-0.05,0.24
1.16,8.9,-3.67,0.16,-0.55,-0.13
-0.26,9.15,-3.06,0.18,-0.95,-0.15
2.08,8.79,-3.59,0.17,-1.08,0.0
1.17,15.71,-5.5,0.11,-0.66,0.63
-0.37,5.77,-5.77,-0.87,-0.48,-0.3
-0.71,9.52,-6.78,0.44,-0.8,0.31
0.89,9.25,-3.08,-0.07,0.14,-0.27
0.46,9.56,-2.29,-0.1,0.12,-0.33
1.22,12.69,-3.45,0.19,0.33,0.12
3.07,7.68,-4.5,-0.03,0.48,-0.14
-0.54,7.84,-5.2,0.01,0.72,-0.44
0.77,9.95,-4.11,-0.08,1.04,-0.61
-0.48,8.62,-4.26,0.28,1.04,-0.47
-1.28,8.29,-3.46,-0.0,0.51,-0.28
-0.87,9.89,-3.65,0.15,0.15,0.18
-0.38,10.15,-2.49,-0.26,-0.15,0.1
-2.46,12.66,-4.15,-0.07,-1.26,-0.17
0.76,4.27,-6.12,0.44,0.04,0.44
0.05,9.21,-5.42,-0.62,-0.98,0.38
0.91,8.91,-4.36,0.08,-0.75,0.78
0.71,8.66,-3.35,-0.41,-0.8,0.47
0.24,8.11,-3.39,0.0,-0.49,0.03
0.45,8.38,-3.41,0.15,-0.58,-0.34
-1.15,10.54,-3.55,0.79,-0.63,0.05
2.55,10.07,-3.68,0.33,0.1,0.62
0.08,0.15,-5.06,2.52,-1.4,3.42
2.35,6.54,-6.33,0.33,-0.18,0.28
1.91,8.03,-5.6,-0.36,0.54,-0.41
1.18,9.45,-4.41,-0.12,0.35,-0.39
0.4,7.89,-3.45,-0.47,0.22,0.16
0.68,8.81,-2.56,-0.09,0.42,0.46
-0.62,7.9,-2.69,-0.19,-0.4,-0.04
-0.66,13.03,-7.9,0.23,-1.4,-1.97
-0.18,6.77,-4.7,0.56,0.31,-0.03
1.16,6.72,-4.21,-1.13,-1.13,0.34
0.05,10.33,-4.77,0.17,-0.66,0.5
-0.3,10.14,-5.18,0.15,0.41,-0.62
0.54,9.34,-4.72,-0.71,0.16,-0.61
1.17,8.58,-5.62,-0.33,0.42,-0.04
-0.41,9.8,-4.32,0.36,0.22,0.38
0.85,8.06,-3.13,0.24,0.1,0.27
0.43,8.86,-3.21,0.12,-0.17,0.19
1.27,10.42,-3.44,-0.36,-0.52,-0.1
0.11,10.1,-4.43,-0.13,-0.67,0.57
2.39,10.13,-6.04,-0.08,-0.44,-0.27
0.69,8.49,-4.97,0.48,-0.33,-0.15
-1.27,7.66,-4.72,0.11,-0.22,-0.21
-0.3,8.51,-3.63,0.1,-0.28,-0.03
-0.6,8.96,-3.1,-0.24,-0.22,0.18
-0.78,8.53,-4.28,-0.25,-0.19,0.21
-2.42,12.09,-3.61,0.4,-0.11,0.19
1.65,10.41,-6.79,-0.99,-0.77,-0.42
-0.85,9.1,-5.69,0.53,-0.34,0.54
-0.85,9.1,-5.69,0.53,-0.34,0.54
-0.85,9.1,-5.69,0.53,-0.34,0.54
1.09,7.03,-3.24,0.01,-0.53,0.29
0.57,9.32,-2.67,0.14,-0.53,-0.05
0.31,10.32,-2.72,0.46,-0.91,-0.18
2.98,7.38,-8.22,0.05,-0.3,0.46
1.04,7.28,-8.66,-0.76,0.75,0.15
2.81,8.98,-5.28,0.54,-0.12,-0.31
0.98,6.26,-4.31,-0.17,0.69,-0.61
-0.21,9.24,-3.58,-0.07,0.25,-0.12
-1.01,8.26,-2.9,-0.27,-0.04,0.2
0.53,8.59,-3.65,-0.29,-0.08,0.16
-3.71,16.53,-4.89,0.31,-1.08,-0.71
1.91,9.99,-5.78,0.19,-0.06,-0.15
1.83,8.51,-4.79,0.14,0.38,-0.3
0.31,6.81,-4.2,0.09,0.59,-0.61
0.05,8.86,-3.87,0.04,0.33,-0.37
-0.17,7.97,-3.58,-0.15,0.32,-0.11
-0.25,9.35,-2.91,-0.19,0.29,0.12
-0.77,10.22,-2.82,-0.05,-0.01,-0.1
-1.9,13.06,-6.13,0.1,-0.91,-0.77
1.34,3.73,-6.42,-0.21,0.32,0.09
-0.55,9.12,-5.65,-0.44,-0.82,0.22
0.4,7.69,-4.33,0.04,-0.64,0.44
0.13,8.75,-3.82,-0.09,-0.74,0.43
0.2,8.4,-2.78,-0.3,-0.7,0.21
1.08,9.66,-3.12,0.14,-0.48,0.21
0.56,12.06,-4.05,-0.49,-0.04,0.23
1.98,7.93,-6.17,-0.18,-0.54,-0.04
0.29,10.62,-4.76,0.25,-0.05,0.04
1.34,7.62,-3.99,-0.1,0.14,-0.28
-0.66,8.97,-3.81,-0.07,0.36,-0.22
-0.27,8.45,-2.97,0.1,0.25,-0.03
-0.9,7.74,-2.52,-0.03,0.41,0.03
-0.92,9.2,-3.18,0.16,0.26,0.11
0.63,9.72,-2.79,0.18,0.5,0.03
3.79,13.14,-6.91,-0.54,-1.29,-1.22
-2.61,8.27,-5.99,0.68,-0.3,0.52
2.33,5.88,-3.29,0.16,-0.79,0.68
0.11,8.68,-3.86,-0.15,-0.59,0.23
0.28,7.64,-3.04,0.12,-0.68,-0.09
-0.28,8.88,-4.02,0.09,-1.01,-0.19
1.31,9.25,-3.19,-0.11,-0.73,0.11
