accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.51,9.04,-4.85,0.15,0.02,0.2
0.3,8.49,-3.92,0.09,-0.24,-0.1
1.07,8.62,-3.48,-0.31,-0.21,-0.02
0.68,8.27,-3.65,0.02,0.09,-0.08
0.69,6.92,-4.11,0.14,0.3,-0.12
1.03,6.87,-3.84,0.14,0.62,-0.44
0.88,7.95,-3.99,0.36,0.4,-0.33
-1.13,4.91,-3.42,0.52,0.15,0.06
0.71,2.32,-7.3,1.77,0.37,-0.04
5.92,19.62,-19.62,4.37,-0.07,0.05
0.72,2.62,-0.41,4.37,0.57,0.59
0.36,0.45,-11.42,1.84,-0.16,0.07
3.0,-10.79,-14.84,-0.09,-1.06,0.83
0.22,8.83,-4.55,-0.02,-0.0,-0.04
0.18,8.85,-4.4,0.02,0.06,-0.03
0.23,8.87,-4.5,0.12,0.14,0.0
0.23,8.9,-3.56,0.11,0.13,-0.0
0.09,9.28,-3.75,0.02,-0.04,-0.08
0.37,8.83,-3.42,0.05,0.06,-0.06
0.72,7.62,-3.8,0.02,0.1,-0.01
0.46,7.44,-2.91,-0.29,0.18,-0.12
0.13,9.37,-2.67,0.08,0.6,-0.22
-0.31,5.44,-1.54,-0.07,-0.38,0.0
-0.77,4.11,-4.29,0.55,-0.49,0.22
1.66,6.09,-3.74,1.72,-0.55,0.18
-5.86,11.06,-6.04,-0.96,-0.77,-0.38
2.01,5.67,-2.79,4.36,-0.04,-0.06
-2.19,2.3,-12.84,2.73,-0.64,0.1
0.16,8.68,-5.49,0.03,0.01,-0.04
0.16,8.62,-5.16,0.0,-0.01,-0.03
0.23,8.22,-5.43,0.02,0.05,0.01
0.86,8.59,-4.43,-0.03,0.13,0.04
0.29,8.83,-4.05,0.1,-0.05,-0.05
0.76,8.56,-4.16,-0.03,0.08,-0.01
0.5,6.63,-3.98,-0.04,0.06,-0.02
1.0,7.96,-4.8,-0.02,0.1,-0.18
-0.99,7.6,-2.9,0.21,0.46,-0.06
0.83,7.07,-2.39,0.02,0.01,0.08
0.23,4.85,-7.62,0.81,-0.06,0.2
4.28,13.41,-19.62,2.48,0.38,0.66
-1.54,-6.47,3.89,1.8,0.21,0.23
2.75,5.76,-4.51,1.32,0.44,0.07
0.57,2.62,-12.01,2.8,-0.41,0.07
0.23,8.6,-5.36,0.0,-0.02,-0.02
0.22,8.54,-5.34,-0.01,0.05,-0.03
0.21,8.74,-5.53,0.18,0.11,0.04
-0.2,9.1,-4.68,-0.19,-0.01,-0.03
0.54,8.33,-5.1,0.22,-0.03,-0.01
0.07,8.1,-4.21,-0.02,0.06,-0.06
0.08,8.58,-4.55,0.26,0.04,-0.0
0.52,7.26,-5.04,0.1,-0.03,0.01
1.01,6.02,-4.68,0.12,0.25,-0.25
0.04,8.71,-6.03,0.29,0.01,-0.11
0.48,5.65,-4.39,-0.08,-0.1,0.04
-0.11,5.36,-3.13,0.08,-0.04,0.07
-1.44,4.84,-10.04,1.0,-0.49,0.14
2.26,19.62,-17.32,3.39,-0.6,-0.07
2.82,4.91,1.04,4.37,0.54,0.36
0.29,8.15,-5.99,-0.01,0.02,-0.04
0.28,8.28,-6.11,-0.02,0.01,-0.04
0.74,7.02,-5.13,0.16,0.2,0.21
0.35,9.65,-4.28,0.19,0.12,-0.18
1.12,8.27,-4.6,0.03,0.04,-0.08
0.77,6.67,-4.8,0.28,-0.09,-0.06
0.45,6.37,-4.79,0.68,0.08,-0.03
1.97,6.59,-4.11,0.33,0.33,-0.23
-0.61,7.57,-5.25,0.25,0.28,-0.1
-0.43,3.31,-5.46,0.83,-0.16,-0.05
1.12,6.14,-13.51,1.57,-0.98,0.47
-4.48,8.45,-0.48,0.83,-0.52,0.02
0.52,5.54,0.01,2.77,1.1,-0.85
-2.97,-3.31,-10.9,0.39,-0.49,0.36
7.14,-19.62,-19.62,2.57,-0.83,-1.46
-0.76,8.1,-5.88,-0.13,0.3,0.0
0.36,8.05,-5.87,-0.09,-0.14,-0.05
0.48,8.1,-5.96,0.18,0.46,-0.04
-0.09,8.6,-5.28,0.06,0.2,-0.05
0.19,8.55,-4.74,0.12,-0.09,0.19
0.6,7.92,-4.83,0.07,-0.06,0.0
0.57,6.69,-4.52,-0.19,0.05,-0.12
1.21,5.35,-3.28,0.1,0.2,-0.18
1.31,7.43,-3.85,0.05,0.26,-0.23
0.05,9.21,-4.06,0.05,0.27,-0.08
1.04,5.95,-9.32,0.94,0.13,-0.27
1.22,6.79,-18.66,2.63,0.63,0.11
-6.2,1.91,0.73,0.93,-0.1,0.17
2.69,4.37,-1.64,2.64,0.04,0.08
-1.84,1.53,-15.44,2.01,-0.43,0.65
-0.1,8.48,-5.67,0.03,-0.03,-0.03
-0.05,8.41,-5.59,-0.04,-0.03,-0.0
0.32,8.33,-5.78,0.14,0.11,0.04
0.64,8.2,-4.91,0.15,0.15,0.05
0.4,8.56,-4.95,0.12,0.05,-0.05
0.69,8.35,-4.33,0.07,0.18,-0.01
0.46,6.77,-4.73,-0.03,0.18,-0.01
1.14,5.38,-4.42,0.09,0.22,-0.13
1.23,6.44,-2.54,0.16,0.39,-0.28
0.82,8.04,-2.91,0.1,0.25,-0.15
0.62,4.91,-6.0,0.69,0.07,-0.3
-2.27,12.4,-19.62,1.99,-0.69,-0.06
0.37,-6.79,3.62,0.67,-0.35,-0.36
0.5,5.62,-7.58,0.19,0.53,-0.24
0.78,5.54,-10.11,2.83,0.73,-0.23
0.24,8.37,-5.67,-0.01,-0.01,-0.03
0.22,8.03,-5.59,-0.02,0.01,-0.03
0.69,8.75,-4.81,0.47,0.25,0.17
-0.63,7.67,-3.89,-0.24,0.02,-0.1
0.16,9.16,-4.71,0.09,-0.14,0.06
0.48,6.09,-3.6,-0.11,-0.14,0.03
0.56,6.43,-4.05,0.09,0.09,-0.06
0.3,8.29,-5.09,-0.18,0.31,-0.18
0.08,8.11,-3.17,-0.21,0.31,-0.2
1.58,4.76,-7.2,0.62,0.42,-0.27
0.66,19.62,-19.62,4.37,0.57,-0.22
-0.56,-8.31,-2.16,2.94,-0.33,-0.03
-1.27,2.67,-5.01,0.54,0.08,-0.29
-0.36,6.29,-11.02,3.48,-0.04,0.15
-1.5,-1.54,-6.17,2.51,-0.35,0.21
0.27,8.31,-6.21,-0.01,-0.03,-0.03
0.29,8.1,-5.82,-0.05,0.03,-0.0
0.18,8.95,-5.9,-0.05,0.02,0.13
0.32,8.39,-4.74,-0.09,0.14,0.07
0.32,8.34,-4.5,0.08,0.05,-0.05
0.39,8.46,-4.29,0.0,-0.05,0.01
0.63,6.89,-4.12,0.01,0.01,-0.05
0.88,6.57,-3.77,0.03,0.19,-0.14
1.42,7.84,-4.34,0.21,0.38,-0.21
0.17,7.77,-3.01,-0.12,0.03,0.05
1.03,4.44,-4.01,0.54,0.16,-0.18
0.33,5.72,-7.46,1.55,-0.43,-0.01
-3.75,6.14,-7.31,-1.78,0.06,-0.22
2.19,8.44,-6.59,4.33,-0.28,0.09
0.18,2.23,-8.91,2.7,0.23,-0.48
0.16,8.64,-5.2,0.02,-0.03,-0.03
0.21,8.63,-5.12,-0.0,-0.03,-0.03
0.44,8.35,-5.11,0.16,0.12,0.1
-0.0,8.86,-4.65,-0.03,-0.07,0.12
0.72,8.96,-4.48,0.04,-0.12,0.09
0.92,7.88,-4.31,0.01,0.09,-0.02
0.99,7.48,-3.46,-0.01,0.12,-0.09
0.81,6.88,-3.76,0.08,0.2,-0.13
1.14,7.09,-3.87,0.18,0.36,-0.25
0.25,9.05,-3.85,0.18,0.36,-0.21
0.33,7.07,-1.6,0.21,0.07,0.06
1.52,4.42,-6.86,0.88,-0.06,-0.07
7.2,19.62,-19.62,3.75,-0.72,-0.19
-0.74,-0.55,-4.33,4.37,0.56,0.19
0.92,2.03,-3.78,1.41,0.87,-0.01
