accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2.64,10.94,-6.26,-1.32,-0.57,-0.94
0.78,10.43,-4.0,-0.79,-0.65,-0.81
0.18,8.74,-2.99,-1.15,-0.55,-0.61
-0.82,9.85,-2.33,-0.65,-0.28,-0.3
-1.04,9.13,-1.66,-0.32,-0.12,-0.17
0.38,9.0,-4.8,-0.13,0.05,-0.11
0.56,8.07,-5.31,-0.21,0.04,-0.1
1.14,4.08,-6.19,0.65,-0.08,-0.01
1.8,7.36,-5.76,0.86,0.21,0.3
0.37,5.51,-5.96,0.78,0.55,0.29
1.76,8.45,-6.22,0.53,0.39,0.44
2.03,7.43,-6.68,-0.15,0.2,0.28
2.82,9.09,-7.28,-0.43,0.78,-0.04
3.3,9.73,-5.66,-0.36,0.06,-0.35
3.27,13.29,-5.99,-0.96,-0.24,-0.75
1.57,13.15,-4.08,-0.77,-0.42,-0.94
0.19,8.54,-2.24,-0.98,-0.33,-0.59
0.19,8.54,-2.24,-0.98,-0.33,-0.59
0.19,8.54,-2.24,-0.98,-0.33,-0.59
-1.37,9.03,-0.53,-0.3,-0.24,-0.31
0.4,9.0,-4.21,-0.0,0.09,-0.03
0.51,8.96,-4.33,-0.0,0.11,-0.04
0.95,8.09,-5.3,0.15,0.05,-0.03
1.1,7.19,-5.4,0.08,0.03,-0.08
0.32,6.56,-5.18,1.28,0.19,0.53
1.35,5.36,-5.45,0.95,0.38,0.31
1.45,7.3,-7.12,1.0,0.37,0.28
1.45,8.16,-8.24,-0.28,0.42,0.02
2.8,8.38,-6.53,-0.18,0.64,-0.01
2.73,6.54,-5.98,-0.02,0.61,-0.15
3.3,6.89,-5.82,-0.61,0.32,-0.22
3.19,10.04,-6.77,-1.05,-0.09,-0.62
3.19,10.04,-6.77,-1.05,-0.09,-0.62
0.83,9.68,-2.31,-0.83,-0.46,-0.57
-0.22,9.2,-2.55,-0.98,-0.27,-0.57
0.22,9.03,-4.01,-0.02,0.01,-0.04
0.27,9.09,-4.04,-0.03,0.02,-0.04
0.41,8.66,-4.73,-0.01,0.07,-0.02
1.3,6.49,-5.93,0.59,0.01,0.23
1.54,7.27,-5.02,0.76,0.47,0.06
1.28,6.8,-5.26,0.93,0.24,0.48
1.33,7.6,-6.03,0.77,0.44,0.34
1.33,7.6,-6.03,0.77,0.44,0.34
2.23,8.73,-6.62,-0.07,0.67,-0.02
2.96,7.98,-6.17,0.13,0.54,-0.06
2.55,7.62,-6.0,-0.61,0.17,-0.27
2.67,9.79,-5.97,-0.96,-0.02,-0.44
1.53,10.68,-5.52,-1.43,-0.86,-0.94
0.0,0.0,0.0,0.0,0.0,0.0
-0.37,9.12,-2.75,-0.86,-0.42,-0.33
0.61,9.16,-3.8,-0.05,0.0,-0.04
0.67,9.06,-4.02,0.0,0.02,-0.03
1.14,7.54,-5.24,0.06,0.05,-0.08
1.52,5.81,-4.9,0.59,0.14,-0.06
1.2,6.61,-4.83,1.05,0.09,0.44
1.29,6.29,-5.89,0.92,0.02,0.57
2.17,8.77,-6.77,0.62,0.18,0.56
1.94,9.32,-7.45,-0.77,-0.02,-0.05
3.25,8.78,-6.65,-0.18,0.28,0.04
3.19,8.52,-6.25,-0.48,0.23,-0.26
2.21,9.35,-6.03,-0.83,0.33,-0.41
1.74,10.22,-3.98,-1.17,-0.17,-0.96
1.74,10.22,-3.98,-1.17,-0.17,-0.96
-0.17,9.16,-2.49,-0.69,-0.31,-0.36
-0.2,9.65,-1.36,-0.77,-0.24,-0.33
0.17,9.25,-3.72,0.0,0.17,-0.03
0.25,9.11,-3.89,0.01,0.21,-0.03
0.83,7.73,-4.81,0.18,0.2,-0.17
0.63,7.23,-5.34,0.34,0.21,0.07
1.36,8.01,-5.78,1.13,0.6,0.51
1.32,5.66,-5.74,1.45,0.4,0.48
1.81,7.96,-6.72,1.03,0.26,0.35
1.58,8.36,-7.75,0.41,0.48,0.26
3.68,7.94,-6.17,-0.26,0.16,-0.02
3.55,8.24,-6.67,-0.18,0.4,-0.07
3.64,8.01,-7.02,-0.74,0.09,-0.25
2.82,10.2,-5.8,-1.08,-0.28,-0.66
2.82,10.2,-5.8,-1.08,-0.28,-0.66
-0.63,8.22,-3.06,-0.84,-0.29,-0.55
-0.5,9.05,-2.85,-0.82,-0.27,-0.3
0.31,9.14,-4.08,-0.0,0.03,-0.05
0.25,8.91,-4.39,-0.02,0.07,-0.06
0.56,7.88,-5.21,0.11,0.02,-0.21
0.6,6.73,-5.02,0.56,0.1,-0.1
0.74,7.56,-5.83,0.97,0.28,0.21
0.92,4.8,-5.44,0.95,0.56,0.52
1.07,7.74,-6.25,0.76,0.59,0.53
1.67,8.88,-7.3,0.09,0.45,0.37
1.92,8.29,-6.66,-0.11,0.26,-0.09
2.21,7.26,-6.43,-0.24,0.52,-0.32
2.93,8.57,-6.66,-0.71,0.15,-0.41
3.19,10.16,-6.58,-0.94,-0.08,-0.56
3.19,10.16,-6.58,-0.94,-0.08,-0.56
3.19,10.16,-6.58,-0.94,-0.08,-0.56
3.19,10.16,-6.58,-0.94,-0.08,-0.56
0.25,9.1,-4.06,-0.02,0.05,-0.04
0.36,9.1,-4.12,-0.0,0.05,-0.03
1.02,7.87,-5.15,0.06,0.12,-0.06
0.55,6.93,-5.1,0.63,0.08,-0.04
0.87,6.94,-5.32,0.9,0.16,0.41
1.37,5.52,-5.92,1.06,0.35,0.47
1.15,7.02,-6.39,1.15,0.25,0.59
2.42,9.17,-7.1,0.02,0.61,0.28
2.75,8.44,-6.52,-0.25,0.08,-0.22
1.88,7.6,-6.93,-0.7,0.19,-0.46
2.8,8.88,-6.65,-0.89,0.1,-0.49
2.79,10.62,-6.42,-1.18,-0.19,-0.82
0.5,11.1,-4.92,-0.99,-0.67,-0.76
0.22,8.04,-2.64,-1.03,-0.35,-0.51
-0.49,9.26,-2.38,-0.66,-0.34,-0.31
0.21,9.11,-3.79,-0.03,0.03,-0.03
0.17,9.18,-3.71,-0.03,0.01,-0.03
0.28,9.2,-3.88,-0.02,0.03,-0.04
1.17,7.31,-5.29,0.34,0.1,0.04
0.45,6.51,-4.51,0.8,0.37,0.05
1.15,6.22,-4.77,1.08,0.34,0.39
0.9,7.03,-6.44,1.21,0.52,0.43
1.68,7.96,-6.42,0.28,0.49,0.27
1.3,7.67,-7.55,-0.54,0.04,-0.21
3.08,8.84,-6.74,-0.09,0.88,0.2
2.62,9.26,-6.22,-0.9,-0.04,-0.43
3.08,11.43,-5.55,-1.39,-0.31,-0.76
0.75,11.28,-3.46,-1.08,-0.48,-0.83
0.49,7.26,-1.27,-0.94,-0.3,-0.7
-0.24,9.66,-1.56,-0.98,-0.34,-0.39
0.63,8.95,-4.3,-0.0,-0.0,-0.03
0.81,8.94,-4.57,-0.0,-0.01,-0.03
1.06,8.78,-4.99,0.0,0.07,-0.02
1.87,6.91,-6.15,0.3,0.2,-0.03
1.65,5.25,-5.03,0.69,0.19,-0.15
0.72,6.89,-5.34,1.29,0.35,0.49
1.37,6.81,-5.77,0.59,0.14,0.61
3.28,8.58,-6.2,-0.41,0.36,0.07
1.64,8.45,-5.6,-0.26,0.5,0.0
2.76,8.77,-6.97,-0.74,-0.09,-0.16
2.05,9.99,-4.82,-0.6,0.12,-0.38
2.17,12.29,-4.22,-1.18,-0.14,-0.96
-0.42,12.48,-3.27,-1.03,-0.47,-0.7
-0.4,8.44,-0.9,-0.85,-0.31,-0.47
-0.53,9.82,-0.46,-0.88,-0.18,-0.35
0.79,9.1,-4.5,-0.01,-0.02,-0.02
0.81,8.72,-4.47,-0.03,0.03,-0.05
1.37,5.75,-6.17,0.34,0.06,0.03
1.33,6.69,-3.99,0.7,0.24,0.02
0.25,6.74,-5.47,0.83,0.15,0.32
2.09,6.69,-6.25,0.67,0.47,0.52
1.9,7.76,-6.24,-0.53,0.22,-0.25
2.52,9.09,-7.06,-0.42,0.62,0.09
3.34,8.15,-5.95,-0.55,0.12,-0.22
2.64,9.11,-5.32,-0.63,-0.03,-0.36
2.08,11.29,-4.74,-1.41,-0.33,-0.75
1.26,13.47,-1.69,-1.04,-0.59,-0.96
-0.34,7.76,-0.35,-0.52,-0.21,-0.42
0.04,9.88,-1.22,-0.68,-0.26,-0.33
-0.56,9.34,-0.92,-0.47,-0.04,-0.24
0.33,8.96,-4.09,-0.03,0.02,-0.04
0.44,9.07,-4.07,-0.03,-0.01,-0.03
1.0,8.66,-5.08,-0.0,0.11,-0.09
0.33,7.06,-5.43,0.23,0.01,-0.06
2.04,5.81,-4.72,0.89,0.48,0.11
0.08,7.34,-6.26,0.59,0.13,0.62
0.65,10.32,-5.85,1.05,0.06,0.29
1.89,7.16,-6.23,-0.17,0.47,-0.02
1.65,8.24,-6.4,-0.59,0.28,0.09
1.77,8.92,-5.77,-0.49,0.19,0.11
2.15,10.21,-4.41,-1.01,0.05,-0.33
1.27,11.84,-4.36,-1.26,-0.08,-1.11
0.15,11.45,-1.91,-1.09,0.01,-0.6
-0.03,9.36,0.18,-0.91,-0.29,-0.42
-1.14,8.86,-0.07,-0.63,-0.37,-0.35
0.59,9.1,-4.03,-0.02,0.05,-0.02
0.77,8.97,-4.3,-0.01,0.05,-0.04
1.83,6.96,-6.27,0.56,0.19,0.41
0.25,5.36,-4.24,0.25,0.09,-0.03
1.47,8.64,-5.76,0.52,0.26,0.34
2.08,7.8,-6.06,0.53,0.13,0.27
2.38,5.76,-6.56,-0.09,0.18,-0.05
2.42,9.97,-5.9,-0.43,0.23,-0.04
1.96,9.05,-5.1,-0.81,0.37,-0.0
2.21,10.56,-4.09,-0.78,0.25,-0.61
-0.04,11.88,-3.27,-1.06,-0.18,-1.16
-0.84,12.06,-0.81,-0.67,-0.21,-0.59
-0.87,8.75,-0.93,-0.61,-0.27,-0.49
-1.94,9.62,-0.92,-0.3,-0.12,-0.4
-1.38,8.95,-0.59,-0.24,-0.15,-0.28
0.76,9.14,-4.27,0.01,0.01,-0.03
0.64,8.92,-4.4,0.02,0.0,-0.02
1.24,7.84,-5.67,0.21,-0.04,0.08
1.7,6.24,-5.47,0.72,0.17,0.22
1.36,8.52,-5.25,0.63,0.39,0.47
0.92,6.84,-6.26,0.72,0.19,0.15
3.09,8.42,-7.28,-0.01,0.33,0.05
2.46,7.34,-7.3,-0.11,0.67,-0.09
1.91,9.57,-6.88,-0.55,0.26,-0.34
2.78,10.28,-4.76,-0.82,0.38,-0.37
1.65,11.77,-4.26,-0.74,-0.31,-0.75
-0.03,11.51,-2.96,-1.11,0.08,-1.04
-0.59,9.96,-1.21,-0.79,-0.57,-0.48
-1.29,9.94,-1.63,-0.38,-0.05,-0.38
-1.2,9.15,-1.04,-0.42,-0.0,-0.19
0.64,9.1,-3.94,0.03,0.02,-0.02
0.63,9.08,-4.08,0.02,0.03,-0.03
1.43,7.56,-5.42,0.25,0.12,-0.05
1.09,6.41,-5.21,0.49,0.02,0.13
0.71,6.6,-4.65,1.22,0.25,0.58
1.04,7.96,-6.02,0.59,0.1,0.23
2.25,8.72,-6.55,-0.02,0.24,0.34
2.4,6.3,-6.85,-0.36,0.24,0.06
1.1,8.19,-6.06,-0.19,0.02,0.23
2.37,9.51,-5.76,-1.09,0.62,-0.3
2.92,13.01,-4.35,-0.94,-0.14,-1.01
0.98,12.11,-3.32,-1.2,-0.17,-1.11
-0.85,8.82,-1.88,-0.57,-0.26,-0.28
-0.88,9.65,-1.71,-0.47,-0.46,-0.28
-0.35,9.4,-0.71,-0.43,-0.36,-0.17
0.72,9.12,-3.69,-0.03,0.0,-0.03
0.78,9.22,-3.82,-0.02,-0.03,-0.03
1.55,9.03,-4.25,-0.03,0.04,0.0
2.38,8.14,-4.78,0.0,0.34,0.07
0.64,6.26,-3.91,0.82,0.39,-0.01
1.66,6.67,-4.97,1.04,0.08,0.42
0.95,8.85,-6.56,1.02,-0.29,0.51
3.21,8.61,-4.99,-0.25,0.18,-0.05
2.29,7.15,-5.29,-0.54,0.19,0.01
0.77,7.64,-5.65,-0.24,-0.02,-0.01
2.85,9.8,-4.3,-0.95,0.19,-0.2
1.4,13.01,-4.35,-1.25,-0.36,-0.63
1.58,12.6,-1.71,-1.23,0.03,-0.76
-0.72,7.41,-0.57,-0.85,-0.25,-0.63
0.03,9.59,-0.22,-0.74,-0.1,-0.45
0.84,9.14,-4.02,-0.02,-0.01,-0.03
0.84,8.99,-4.25,-0.01,0.01,-0.03
1.19,8.88,-4.91,0.0,0.08,-0.04
0.93,8.19,-4.88,0.03,0.09,-0.1
1.3,6.68,-5.25,0.55,0.14,-0.01
1.16,7.89,-5.0,0.82,0.13,0.16
1.41,6.16,-5.03,0.69,0.21,0.51
1.04,7.04,-6.27,0.53,0.01,0.42
3.13,10.69,-7.6,0.17,0.31,-0.05
2.91,7.7,-4.83,-0.32,0.3,-0.18
3.66,6.58,-4.94,-0.52,0.74,-0.09
1.87,11.66,-4.98,-0.79,-0.16,-0.52
1.18,13.34,-4.25,-1.14,-0.12,-1.04
0.01,12.28,-3.5,-0.86,-0.06,-0.2
0.04,7.21,-0.52,-0.72,-0.3,-0.43
0.7,9.02,-4.4,-0.02,0.07,-0.03
0.6,9.02,-4.11,-0.04,0.05,-0.05
0.62,9.07,-4.08,-0.03,0.06,-0.05
0.51,9.02,-4.22,-0.01,0.03,-0.05
1.15,8.35,-5.57,0.08,0.2,-0.03
0.91,5.28,-6.05,0.59,0.19,-0.21
2.44,6.61,-3.87,1.24,0.21,0.15
-1.28,10.27,-7.34,0.05,0.68,0.17
3.22,8.74,-7.13,0.89,0.57,0.48
0.52,6.48,-4.87,-1.02,0.35,-0.52
2.26,9.47,-6.04,-1.0,0.71,0.04
1.54,9.98,-5.13,-0.22,0.49,-0.0
1.64,10.55,-4.4,-1.19,-0.15,-0.58
1.61,10.88,-3.47,-1.23,-0.56,-1.1
-0.68,10.87,-2.18,-0.96,-0.37,-0.55
0.7,9.16,-3.95,-0.02,-0.03,-0.02
0.7,9.08,-3.91,0.0,-0.04,-0.03
0.85,8.96,-4.28,0.03,0.0,-0.04
1.34,7.64,-5.57,0.18,0.16,-0.1
1.36,6.17,-4.59,0.58,0.27,0.01
0.51,7.53,-5.34,1.07,0.29,0.41
0.65,5.92,-6.87,0.69,0.02,0.49
3.31,9.83,-4.91,0.2,0.07,-0.0
1.36,7.93,-6.74,-0.51,0.75,0.22
4.35,7.4,-5.61,-0.44,0.36,-0.15
1.19,11.13,-4.6,-0.79,-0.16,-0.57
1.69,12.97,-3.83,-0.78,0.0,-0.61
1.66,10.6,-2.95,-1.05,-0.16,-0.87
-0.37,10.16,-1.63,-0.75,-0.37,-0.56
-0.55,9.51,-0.88,-0.53,-0.25,-0.45
0.26,8.84,-4.38,-0.02,0.05,-0.03
0.1,9.01,-4.49,-0.03,-0.0,-0.03
0.71,8.2,-5.02,0.09,0.05,0.06
1.13,5.43,-5.11,0.33,0.37,0.05
1.58,6.91,-5.41,0.24,0.34,0.25
0.4,6.97,-6.47,0.49,0.51,0.07
2.0,6.96,-6.98,0.44,0.44,0.05
1.57,7.88,-6.62,-0.01,0.41,0.27
2.44,9.81,-6.53,-0.43,0.33,0.03
1.71,11.06,-4.67,-0.08,0.78,-0.08
2.05,9.52,-3.5,-1.35,-0.32,-0.82
0.16,11.32,-3.54,-1.11,-0.5,-0.83
0.66,11.32,-2.56,-0.75,-0.26,-0.43
-0.44,8.52,-1.53,-0.78,-0.15,-0.35
-0.93,9.0,-0.81,-0.57,-0.09,-0.38
0.54,8.86,-4.66,-0.0,-0.0,-0.02
0.87,8.76,-5.06,-0.05,0.02,-0.04
1.03,8.44,-5.13,0.3,0.05,0.05
1.29,6.82,-5.51,-0.08,-0.09,0.22
1.42,4.42,-4.47,1.27,0.26,0.52
2.44,7.27,-4.81,0.41,0.43,0.1
1.2,7.72,-6.92,0.02,0.34,0.1
1.79,7.12,-6.78,-0.26,0.27,-0.05
2.02,7.78,-6.97,-0.08,0.29,0.05
2.69,9.58,-5.42,-0.51,0.69,-0.23
1.79,12.19,-5.13,-0.68,0.02,-0.62
2.31,9.54,-4.53,-1.01,-0.29,-0.93
0.14,11.03,-3.5,-0.71,-0.33,-0.79
-0.13,8.76,-2.45,-0.67,-0.33,-0.56
-0.67,9.95,-2.19,-0.62,-0.21,-0.44
0.92,9.01,-4.07,-0.02,-0.05,-0.05
0.79,9.07,-3.94,-0.03,-0.01,-0.03
1.16,8.95,-4.51,0.01,0.02,-0.03
0.39,5.22,-5.61,0.86,-0.23,0.19
2.2,5.47,-4.13,0.72,0.05,0.25
0.88,6.57,-5.53,0.66,0.25,0.2
2.48,7.35,-7.04,-0.08,0.32,0.25
2.38,8.31,-6.9,-0.12,0.34,-0.01
2.63,9.42,-5.33,-0.2,0.4,-0.31
0.74,10.0,-4.24,-0.23,0.31,-0.1
1.87,11.83,-4.45,-1.39,-0.04,-0.86
-0.06,11.54,-2.31,-1.08,-0.52,-0.84
0.01,9.01,-2.03,-1.01,-0.49,-0.5
-0.2,9.79,-1.33,-0.57,-0.09,-0.45
-0.67,9.2,-0.71,-0.54,-0.07,-0.34
0.85,9.07,-4.2,0.01,-0.04,-0.01
1.1,8.94,-4.12,-0.01,0.04,-0.02
1.61,7.67,-5.23,0.2,0.12,-0.06
1.39,6.42,-5.43,0.18,0.03,-0.31
0.74,4.1,-5.41,1.62,-0.2,0.74
1.53,9.02,-6.63,0.91,0.33,0.32
0.06,7.67,-7.38,0.09,0.54,0.19
3.4,6.39,-6.24,-0.55,0.59,-0.29
1.23,7.24,-5.7,-0.15,0.22,0.29
2.51,9.25,-4.76,-0.6,0.55,-0.35
2.25,11.13,-5.18,-1.07,-0.13,-0.75
1.16,11.03,-4.71,-1.14,-0.54,-0.88
-0.14,9.57,-2.15,-0.41,-0.38,-0.6
-0.59,8.81,-2.56,-0.53,-0.29,-0.66
-0.1,9.64,-2.41,-0.55,-0.24,-0.43
1.32,8.99,-4.29,-0.02,-0.0,-0.04
1.09,9.02,-4.19,-0.01,-0.0,-0.04
1.19,8.89,-4.36,0.02,-0.04,-0.02
1.92,7.5,-6.13,0.29,-0.02,0.1
2.1,5.61,-5.52,0.51,0.01,0.07
1.75,7.27,-5.91,0.85,0.58,0.44
1.08,6.46,-6.5,0.97,0.23,-0.13
2.93,5.4,-5.85,-0.06,0.65,-0.08
1.34,10.26,-7.25,-0.49,0.55,0.1
3.92,9.34,-6.49,-0.5,0.77,-0.17
3.01,11.2,-5.59,-0.64,-0.26,-0.48
2.18,10.65,-5.53,-1.04,-0.39,-0.8
0.76,9.79,-3.52,-1.16,-0.71,-0.73
-0.32,9.86,-2.0,-0.93,-0.38,-0.65
-0.11,9.72,-1.56,-0.77,-0.07,-0.47
0.55,9.06,-3.82,0.01,-0.02,-0.02
0.64,9.17,-3.8,-0.0,-0.0,-0.03
0.87,8.55,-4.36,0.02,0.05,-0.05
1.16,6.84,-5.85,0.83,-0.04,0.2
1.93,6.84,-3.52,0.75,0.34,-0.02
-0.29,6.54,-5.14,0.77,0.23,0.05
1.78,8.21,-6.22,0.01,0.08,0.18
2.76,6.59,-6.1,-0.02,0.2,-0.21
0.68,8.27,-6.89,-0.66,0.45,-0.06
2.6,10.21,-5.43,-0.44,0.61,0.37
2.0,11.68,-4.85,-0.9,-0.17,-0.74
1.34,11.45,-4.0,-0.91,-0.47,-0.99
-0.16,9.64,-1.19,-1.03,-0.57,-0.45
-1.1,9.45,-1.16,-0.76,-0.23,-0.54
-0.7,9.33,-0.8,-0.62,-0.12,-0.38
1.08,8.99,-4.2,-0.01,0.04,-0.04
1.25,8.9,-4.22,-0.0,0.01,-0.02
1.43,8.94,-4.17,-0.02,-0.01,-0.05
1.83,8.1,-5.09,0.04,0.06,-0.07
1.54,5.42,-5.99,0.89,-0.08,0.19
2.17,6.77,-5.95,1.46,0.3,0.51
1.17,7.91,-5.88,0.69,0.39,0.09
3.56,6.02,-6.21,-0.18,0.36,0.14
1.07,7.03,-7.06,-0.19,0.05,-0.3
3.11,10.01,-5.99,-0.63,0.87,-0.15
1.98,9.36,-4.42,-0.84,-0.05,-0.15
2.25,12.11,-4.98,-1.18,-0.01,-0.67
2.1,11.08,-3.19,-1.06,-0.4,-1.02
0.27,9.57,-1.7,-0.75,-0.28,-0.62
-0.68,9.78,-1.58,-0.48,-0.21,-0.64
1.14,9.02,-4.18,0.01,0.08,-0.01
1.15,8.86,-4.1,0.05,0.08,-0.01
1.7,7.98,-4.99,0.18,0.07,0.03
1.44,5.56,-5.75,0.37,0.13,-0.01
2.11,6.31,-6.16,1.46,0.06,0.67
0.52,7.6,-5.97,0.63,0.27,-0.17
3.82,8.04,-6.62,0.06,0.48,0.14
2.34,7.27,-6.42,-0.35,0.74,-0.03
2.02,8.77,-6.1,-0.05,-0.12,-0.13
2.87,7.96,-4.14,-0.28,0.56,-0.14
2.64,11.04,-4.36,-0.67,-0.48,-0.73
2.46,9.67,-4.78,-0.77,-0.03,-0.64
0.84,10.68,-3.28,-0.81,-0.5,-0.71
0.14,9.46,-2.27,-0.58,-0.34,-0.51
-0.59,8.98,-1.85,-0.35,-0.06,-0.43
1.19,8.97,-3.94,-0.03,0.04,0.01
1.37,9.07,-4.03,-0.05,0.06,0.01
1.91,8.13,-4.94,0.08,0.19,0.16
0.35,5.08,-4.45,0.45,0.32,-0.02
2.29,7.33,-5.32,0.85,0.14,0.16
1.77,6.96,-5.63,0.66,0.25,0.05
1.86,6.57,-5.69,0.42,0.31,-0.17
2.98,9.15,-6.37,-0.04,0.59,-0.12
2.06,8.05,-6.65,-0.19,0.93,0.1
3.61,10.11,-4.89,-0.57,0.37,-0.46
3.27,11.64,-4.91,-0.8,-0.06,-0.79
1.86,10.01,-4.38,-1.06,-0.54,-0.78
0.63,10.23,-3.04,-0.78,-0.5,-0.59
-0.26,9.35,-2.0,-0.74,-0.33,-0.64
-0.29,9.76,-1.69,-0.66,-0.27,-0.55
1.23,8.93,-4.59,0.01,0.03,-0.03
1.11,8.78,-4.7,-0.02,-0.0,-0.03
1.93,7.88,-5.57,0.01,0.07,-0.02
1.23,6.85,-5.29,0.41,0.18,-0.2
1.72,6.64,-5.29,0.77,0.29,0.03
1.54,7.69,-6.71,0.44,0.2,0.06
1.38,7.47,-6.84,1.02,-0.17,0.3
2.37,7.29,-6.99,0.05,0.66,0.04
2.56,6.84,-7.21,-0.45,0.44,0.13
1.75,8.43,-6.2,-0.11,0.21,0.13
2.73,9.07,-5.45,-0.86,0.24,-0.21
2.72,11.32,-5.33,-0.93,-0.21,-0.89
0.7,10.58,-4.45,-1.08,-0.6,-0.92
-0.36,9.14,-3.17,-0.84,-0.57,-0.48
-0.5,9.46,-2.03,-0.65,-0.18,-0.46
1.07,8.88,-4.56,-0.0,-0.02,-0.01
1.08,8.76,-4.67,-0.04,-0.01,-0.01
1.77,6.32,-5.92,0.31,0.03,0.05
1.37,5.13,-6.07,1.2,-0.02,0.23
1.92,7.41,-5.78,0.55,0.31,-0.06
0.42,7.0,-7.07,0.85,0.33,-0.04
3.45,6.42,-7.41,-0.23,0.78,0.03
2.62,9.23,-8.26,-0.34,0.24,-0.03
