accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3.06,6.43,-4.84,-0.15,0.5,-0.08
1.9,7.8,-4.74,-0.09,0.2,0.15
2.78,8.33,-4.19,0.33,0.33,0.14
1.91,7.8,-4.15,0.12,0.31,-0.16
1.13,9.82,-4.19,0.3,-0.03,-0.41
1.21,9.69,-3.38,-0.29,-0.32,-0.53
4.45,7.91,-7.64,-0.15,0.49,-0.51
0.91,8.07,-5.9,0.27,0.82,-0.59
1.13,8.06,-5.79,-0.35,1.16,-0.93
2.75,8.42,-5.78,-0.2,0.36,-0.41
0.59,8.49,-5.25,0.42,0.58,-0.37
0.73,8.33,-4.39,0.12,0.75,-0.37
0.18,8.52,-4.36,0.01,0.7,-0.2
-0.53,10.4,-4.87,0.07,0.81,-0.28
1.03,10.37,-5.41,-0.69,0.25,-0.34
2.94,6.83,-6.83,-0.09,1.23,-0.13
2.36,7.09,-5.02,0.29,0.55,0.21
2.46,7.43,-4.44,0.24,0.55,0.14
2.51,8.72,-4.33,0.06,0.31,-0.1
1.68,9.05,-3.21,0.07,-0.03,-0.5
1.92,9.35,-4.21,-0.01,-0.41,-0.21
5.68,13.24,-5.91,0.7,0.09,0.37
0.41,6.35,-6.2,-0.32,-0.01,-0.6
2.48,10.23,-5.8,-0.36,0.59,-0.6
0.45,8.49,-5.28,0.24,0.49,-0.38
0.37,8.74,-4.47,0.18,0.71,-0.35
0.66,8.91,-4.21,0.05,0.77,-0.11
-0.11,10.04,-4.01,-0.17,0.73,-0.22
0.08,11.55,-5.63,-0.71,0.22,-0.29
4.17,6.13,-5.69,-0.22,1.24,-0.02
1.84,7.7,-4.54,0.16,0.44,0.29
3.0,6.95,-3.16,0.25,0.55,0.15
2.0,8.42,-3.51,-0.11,0.27,-0.07
1.53,8.65,-3.52,0.09,-0.14,-0.35
2.69,9.97,-4.44,0.31,-0.18,-0.21
4.38,9.71,-5.38,0.6,-0.03,0.2
0.36,6.37,-7.21,-0.33,-0.17,-0.31
1.69,9.21,-6.36,-0.06,0.59,-0.49
1.82,7.54,-5.54,-0.35,0.67,-0.7
1.35,8.07,-3.85,0.17,-0.42,0.01
0.82,8.7,-3.21,0.1,-0.27,-0.49
-1.43,10.31,-4.46,0.07,-0.56,0.17
4.15,9.44,-7.95,0.58,-0.56,0.88
1.14,8.88,-7.56,0.42,0.89,-0.07
3.16,8.22,-3.74,-0.24,1.45,-1.02
0.3,10.08,-4.75,0.16,1.06,-0.85
0.86,7.65,-4.33,-0.01,0.61,-0.6
0.14,7.81,-4.36,0.56,0.64,0.17
-0.01,9.0,-3.58,0.02,0.33,0.09
-2.02,7.56,-4.25,0.37,0.1,0.07
1.88,12.67,-6.42,-0.39,-0.63,-0.21
3.37,6.71,-7.85,0.15,0.62,0.01
1.43,6.63,-5.98,-0.2,0.43,0.09
1.86,7.99,-4.84,-0.13,0.17,0.36
2.56,12.47,-6.18,-0.4,-0.12,0.79
0.95,5.44,-5.64,-0.08,-0.25,-0.04
3.19,8.97,-5.16,0.06,0.74,-0.37
0.87,8.16,-5.44,0.48,0.92,-0.59
0.8,8.74,-4.88,-0.07,1.03,-0.56
-0.16,8.58,-4.09,0.04,0.74,-0.33
-0.64,8.69,-5.02,0.12,0.68,-0.09
0.51,13.16,-5.58,0.39,0.47,-0.41
3.89,7.29,-6.5,-0.64,0.9,-0.24
1.23,8.75,-6.27,0.15,0.53,-0.0
2.71,7.89,-5.09,0.06,0.64,0.2
1.68,7.9,-4.44,0.2,0.41,0.15
1.97,7.84,-3.82,0.14,0.22,-0.11
1.58,8.31,-3.83,0.02,-0.16,-0.3
1.43,10.88,-4.83,0.12,-0.37,-0.0
0.7,6.56,-5.51,0.25,0.88,-0.56
0.48,8.58,-4.56,0.09,0.9,-0.49
-0.07,9.18,-4.14,0.12,1.04,-0.15
-0.63,8.68,-4.68,-0.17,0.7,-0.31
-1.65,11.53,-5.57,-0.42,0.12,-0.7
2.39,7.68,-6.57,0.06,1.2,-0.07
1.27,8.14,-4.68,0.27,0.48,0.24
2.35,7.91,-4.21,0.1,0.54,0.1
2.41,9.01,-4.09,-0.06,0.31,-0.05
2.19,8.76,-3.7,0.2,0.16,-0.36
0.7,9.2,-4.74,0.07,-0.4,-0.26
2.94,10.24,-3.34,-0.29,-0.68,-0.07
2.27,8.98,-8.3,-0.07,-0.2,0.01
3.02,7.2,-6.31,-0.18,0.49,-0.54
1.19,8.2,-6.22,0.07,0.87,-0.68
0.11,7.48,-6.03,-0.03,1.08,-0.66
1.45,7.71,-4.6,-0.21,1.24,-0.61
-0.89,8.11,-4.2,0.05,0.04,-0.01
1.08,9.21,-4.63,-0.15,-0.07,0.21
1.98,8.48,-3.29,0.14,0.78,-0.07
-2.06,10.74,-5.19,0.65,-0.1,0.07
2.91,11.9,-7.32,-0.48,-1.26,-0.19
2.53,6.51,-7.1,0.16,0.39,0.1
1.8,6.88,-6.12,-0.37,0.18,0.19
1.97,7.84,-5.02,-0.07,0.07,0.3
1.55,7.59,-4.3,-0.25,0.09,0.08
1.9,8.68,-3.48,-0.15,-0.02,-0.36
0.79,9.85,-3.94,0.01,-0.04,0.03
6.24,12.31,-6.31,0.71,0.01,0.66
2.0,4.95,-6.66,0.23,-0.44,0.12
-0.12,8.68,-5.16,-0.02,0.89,-0.57
-0.25,8.21,-4.66,-0.0,0.73,-0.19
-0.26,9.01,-4.89,-0.02,0.75,0.02
-0.14,10.44,-5.59,-0.16,0.71,-0.3
3.1,10.12,-6.45,-0.87,0.1,-0.47
2.68,8.07,-6.77,0.18,0.8,0.17
2.54,6.87,-5.08,0.07,0.48,0.33
2.33,8.12,-4.4,0.27,0.41,0.24
2.17,7.74,-4.12,0.24,0.21,-0.15
2.22,8.17,-4.27,0.02,0.17,-0.52
2.78,10.59,-5.7,-0.52,-0.2,-0.03
3.24,8.6,-4.38,-0.21,0.6,-0.03
0.86,7.53,-9.25,0.21,0.18,-0.09
1.97,8.12,-6.4,-0.21,0.21,-0.47
0.74,7.61,-5.28,-0.38,0.47,-0.71
0.9,7.24,-5.21,0.27,0.52,-0.45
0.63,8.83,-4.18,0.17,0.72,-0.38
0.6,8.53,-3.96,0.08,1.06,-0.3
0.13,8.67,-4.81,-0.22,1.08,-0.38
-0.22,14.32,-5.53,-0.03,0.68,-0.19
2.38,7.22,-6.18,-0.47,0.68,-0.16
2.32,8.78,-4.56,0.08,0.64,0.09
1.31,8.92,-3.84,0.07,0.32,0.29
2.47,8.58,-3.19,0.03,0.13,0.13
2.56,7.91,-2.73,0.27,-0.0,-0.08
3.23,8.24,-4.09,0.31,0.02,-0.35
1.51,11.7,-3.8,0.09,-0.47,-0.05
3.37,10.81,-2.25,-0.02,0.12,0.28
1.68,7.67,-8.86,0.39,0.04,-0.1
1.65,7.06,-5.19,-0.17,0.64,-0.33
2.87,10.49,-4.01,0.17,-0.03,0.47
-0.1,5.78,-9.42,-0.04,-0.58,-0.04
1.82,7.18,-5.26,-0.49,0.49,-0.56
1.2,8.14,-5.79,-0.15,0.59,-0.66
0.96,8.22,-4.96,0.05,0.44,-0.59
-0.37,7.63,-3.79,0.2,0.38,-0.25
0.26,9.33,-4.21,0.04,0.49,-0.01
-0.32,9.93,-7.23,1.42,0.44,-0.59
1.47,8.01,-6.55,-0.75,0.86,-0.2
2.17,5.45,-5.2,-0.52,0.79,-0.07
1.4,9.33,-4.8,0.08,0.46,0.13
1.47,7.07,-3.63,0.2,0.25,0.01
1.78,8.22,-2.79,-0.02,0.09,-0.4
1.23,9.81,-5.3,-0.08,-0.02,-0.13
2.74,12.73,-2.28,0.1,-0.21,0.9
0.64,8.64,-4.11,-0.13,0.74,-0.37
0.44,9.47,-3.85,-0.1,0.88,-0.06
-0.2,10.33,-3.38,0.17,0.6,-0.18
-0.74,11.3,-6.66,-0.65,0.15,-0.35
4.3,5.41,-6.82,-0.16,1.06,0.01
1.72,7.52,-4.56,0.37,0.46,0.31
2.23,8.02,-3.42,0.23,0.36,0.1
2.21,8.54,-3.41,-0.08,0.15,-0.18
1.6,9.6,-3.79,-0.05,-0.21,-0.49
2.4,11.38,-4.18,0.06,-0.16,-0.26
2.85,9.73,-4.93,-0.36,0.42,-0.26
2.41,8.84,-7.38,0.66,0.44,-0.46
0.76,7.26,-5.84,0.01,0.57,-0.89
0.67,8.0,-5.51,-0.15,0.96,-0.76
-0.66,8.11,-5.11,0.08,0.91,-0.39
1.04,7.91,-4.19,0.09,-0.57,0.27
1.09,8.64,-3.68,-0.02,-0.46,0.02
0.58,8.28,-3.35,-0.0,-0.29,-0.28
-0.3,10.55,-5.1,-0.06,-0.15,-0.1
-0.2,8.99,-4.88,0.16,-0.18,0.39
2.39,5.95,-6.02,-0.91,0.37,0.04
2.72,10.63,-6.22,0.63,0.72,-0.2
0.6,6.4,-5.35,0.38,0.94,-0.7
0.18,8.71,-4.67,-0.15,0.79,-0.52
-0.7,8.38,-3.97,-0.01,0.64,-0.17
-0.58,9.4,-5.23,0.06,0.54,-0.01
-0.51,14.03,-5.45,0.06,0.35,-0.34
2.51,4.54,-7.74,-0.27,0.7,-0.1
0.92,10.27,-5.96,-0.21,0.45,0.18
0.93,7.88,-4.7,0.22,0.44,0.27
3.48,7.92,-5.45,-0.41,0.18,0.43
1.89,10.21,-6.22,0.3,-0.08,-0.05
-0.31,7.74,-4.97,0.11,0.22,-0.61
0.6,8.04,-4.74,0.03,0.45,-0.48
-0.08,8.46,-4.95,0.01,0.75,-0.25
0.38,9.71,-4.33,-0.19,0.84,-0.07
-0.16,10.63,-3.08,0.18,0.8,-0.37
1.91,10.72,-6.12,-0.89,0.54,-0.67
2.59,6.15,-5.46,0.21,1.28,-0.03
2.4,7.87,-4.55,0.02,0.42,0.32
2.08,7.95,-3.76,0.26,0.51,0.12
2.68,8.61,-3.5,0.07,0.38,-0.12
1.95,10.42,-3.95,0.2,0.33,-0.31
4.57,13.12,-3.82,0.26,0.37,0.24
3.13,8.42,-6.85,0.3,0.32,-0.44
4.04,9.37,-6.28,-0.56,0.47,0.24
0.21,8.32,-5.78,0.21,0.0,-0.12
1.41,7.37,-4.81,0.09,0.66,-0.58
0.1,8.83,-4.95,0.17,0.74,-0.57
-0.38,7.97,-4.22,0.01,0.72,-0.35
0.46,9.61,-4.1,-0.04,0.72,-0.16
-0.04,10.1,-5.24,0.09,0.8,-0.24
2.17,7.6,-6.44,-0.82,0.37,-0.17
1.14,9.86,-6.26,0.32,0.6,0.16
1.54,7.59,-4.69,0.15,0.74,0.28
1.66,8.12,-3.83,0.02,0.32,0.17
2.06,8.07,-2.92,0.03,0.27,-0.14
2.04,9.33,-3.47,0.23,-0.03,-0.11
4.31,10.67,-6.54,0.27,-0.09,0.15
3.27,6.42,-6.81,-0.11,0.13,-0.15
0.67,11.71,-5.48,-0.44,-0.39,-0.64
2.14,6.25,-6.09,-0.01,0.31,0.04
1.53,9.0,-4.64,0.22,0.08,0.21
2.25,7.47,-4.05,0.07,-0.03,0.12
2.36,8.51,-3.88,0.13,0.18,-0.27
0.54,8.58,-3.65,0.21,-0.17,-0.66
-0.44,12.12,-4.4,0.13,-0.52,-0.29
5.94,6.82,-6.86,-0.43,0.71,0.02
3.19,9.87,-6.51,-0.08,1.07,-0.85
1.24,7.91,-5.76,0.18,1.69,-1.07
-0.49,7.45,-4.41,-0.38,1.52,-0.78
-1.47,9.13,-4.13,-0.05,0.45,-0.13
1.41,9.4,-3.42,-0.18,0.38,-0.02
-0.11,13.95,-5.11,0.13,-0.26,-0.61
2.03,4.95,-6.28,0.32,1.06,-0.23
1.18,8.38,-3.54,-0.11,0.79,-0.14
0.27,11.36,-3.82,0.02,0.69,-0.25
0.13,10.58,-5.64,-0.72,0.03,-0.32
3.23,6.02,-5.26,0.41,0.94,0.02
2.36,7.44,-4.26,-0.01,0.39,0.28
1.71,7.7,-3.3,0.24,0.22,0.13
1.92,8.32,-3.48,0.29,0.3,-0.35
1.59,9.55,-3.79,-0.48,0.06,-0.56
1.65,11.6,-2.3,0.19,-0.16,0.19
2.46,10.41,-6.86,-0.8,0.86,0.07
3.63,9.23,-6.54,0.65,0.72,-0.54
-0.3,6.67,-5.24,0.02,0.83,-0.82
0.73,8.49,-4.88,-0.02,0.8,-0.61
0.15,7.83,-4.22,0.26,0.8,-0.44
0.04,9.27,-4.3,-0.32,0.63,-0.15
1.24,7.84,-5.39,0.11,0.61,-0.53
0.14,8.75,-4.94,0.03,0.49,-0.51
-0.11,8.24,-4.71,0.05,0.3,-0.24
0.61,9.13,-4.22,0.01,0.41,-0.02
-0.0,10.58,-3.81,0.09,0.42,-0.15
0.6,10.02,-6.09,-0.39,-0.09,-0.36
3.48,5.32,-6.45,0.05,1.09,-0.14
1.14,8.48,-5.59,-0.02,0.51,0.09
1.2,8.17,-4.19,0.06,0.41,0.21
1.73,7.92,-3.83,-0.06,0.19,-0.02
1.49,9.27,-3.84,0.02,-0.24,-0.32
2.05,11.11,-3.49,-0.2,0.07,-0.03
3.38,10.44,-5.14,-0.26,0.69,-0.06
1.79,8.62,-7.2,0.3,0.45,-0.27
1.65,7.13,-5.51,0.17,0.44,-0.53
1.25,8.19,-4.62,0.14,0.5,-0.38
0.33,8.9,-3.82,0.01,0.49,-0.35
0.27,9.08,-3.99,-0.18,0.48,-0.11
-1.65,10.19,-5.26,-0.13,0.23,-0.18
1.53,10.4,-4.48,-0.92,-0.03,-0.24
2.9,6.12,-6.27,0.13,0.5,0.09
1.8,8.53,-5.38,0.14,0.12,0.39
0.97,7.64,-4.15,0.37,-0.04,0.29
2.02,7.72,-3.2,-0.02,-0.02,-0.05
1.34,9.38,-4.37,0.02,-0.08,-0.37
-0.29,11.51,-4.02,-0.41,-0.34,0.27
3.86,11.41,-3.97,-0.47,0.59,0.08
2.37,5.57,-7.09,0.35,0.21,-0.04
2.21,7.66,-5.76,0.07,0.57,-0.44
1.19,7.79,-5.51,0.21,0.74,-0.68
